"16 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,0.54681
251.00,0.53344
252.00,0.51864
253.00,0.50405
254.00,0.49150
255.00,0.48017
256.00,0.46966
257.00,0.45871
258.00,0.44988
259.00,0.44171
260.00,0.43111
261.00,0.42237
262.00,0.41402
263.00,0.40683
264.00,0.40014
265.00,0.39378
266.00,0.38775
267.00,0.38290
268.00,0.37766
269.00,0.37193
270.00,0.36680
271.00,0.36302
272.00,0.35825
273.00,0.35324
274.00,0.34986
275.00,0.34342
276.00,0.34025
277.00,0.33405
278.00,0.32958
279.00,0.32554
280.00,0.32034
281.00,0.31640
282.00,0.31217
283.00,0.30632
284.00,0.30173
285.00,0.29767
286.00,0.29344
287.00,0.28998
288.00,0.28403
289.00,0.28050
290.00,0.27521
291.00,0.27234
292.00,0.26697
293.00,0.26370
294.00,0.26113
295.00,0.25874
296.00,0.25429
297.00,0.25274
298.00,0.25337
299.00,0.25102
300.00,0.25150
301.00,0.25108
302.00,0.25125
303.00,0.24999
304.00,0.24789
305.00,0.24925
306.00,0.24763
307.00,0.24670
308.00,0.24460
309.00,0.24255
310.00,0.24151
311.00,0.24333
312.00,0.24237
313.00,0.24494
314.00,0.23599
315.00,0.23516
316.00,0.23251
317.00,0.22848
318.00,0.22434
319.00,0.22069
320.00,0.21505
321.00,0.21631
322.00,0.20886
323.00,0.20664
324.00,0.20340
325.00,0.19857
326.00,0.19674
327.00,0.19347
328.00,0.18895
329.00,0.18702
330.00,0.18545
331.00,0.17806
332.00,0.17943
333.00,0.17718
334.00,0.17528
335.00,0.17132
336.00,0.16952
337.00,0.16467
338.00,0.16830
339.00,0.16613
340.00,0.16504
341.00,0.16439
342.00,0.16341
343.00,0.16196
344.00,0.16230
345.00,0.16133
346.00,0.16067
347.00,0.16259
348.00,0.16140
349.00,0.16317
350.00,0.16026
351.00,0.16186
352.00,0.16412
353.00,0.16347
354.00,0.16580
355.00,0.16317
356.00,0.16431
357.00,0.16300
358.00,0.16464
359.00,0.16096
360.00,0.16061
361.00,0.15636
362.00,0.15569
363.00,0.15209
364.00,0.14725
365.00,0.14495
366.00,0.14158
367.00,0.13763
368.00,0.13228
369.00,0.12949
370.00,0.12482
371.00,0.12414
372.00,0.11907
373.00,0.11840
374.00,0.11503
375.00,0.11175
376.00,0.11269
377.00,0.11106
378.00,0.11098
379.00,0.11325
380.00,0.11518
381.00,0.11406
382.00,0.11657
383.00,0.11840
384.00,0.12000
385.00,0.12068
386.00,0.12134
387.00,0.12181
388.00,0.12224
389.00,0.12168
390.00,0.12013
391.00,0.11948
392.00,0.11568
393.00,0.11579
394.00,0.11045
395.00,0.10837
396.00,0.10267
397.00,0.09909
398.00,0.09589
399.00,0.09029
400.00,0.09032
401.00,0.08479
402.00,0.08553
403.00,0.08181
404.00,0.08255
405.00,0.08376
406.00,0.08815
407.00,0.08816
408.00,0.09334
409.00,0.09643
410.00,0.10426
411.00,0.10803
412.00,0.11359
413.00,0.12019
414.00,0.12313
415.00,0.13220
416.00,0.13292
417.00,0.13952
418.00,0.14272
419.00,0.14665
420.00,0.14527
421.00,0.14588
422.00,0.14479
423.00,0.14111
424.00,0.14001
425.00,0.13204
426.00,0.12805
427.00,0.12005
428.00,0.11324
429.00,0.10394
430.00,0.09628
431.00,0.08729
432.00,0.07682
433.00,0.06984
434.00,0.06202
435.00,0.05387
436.00,0.04667
437.00,0.04099
438.00,0.03464
439.00,0.03191
440.00,0.02645
441.00,0.02555
442.00,0.02125
443.00,0.02092
444.00,0.01983
445.00,0.01761
446.00,0.01867
447.00,0.01493
448.00,0.01768
449.00,0.01398
450.00,0.01624
451.00,0.01343
452.00,0.01522
453.00,0.01436
454.00,0.01391
455.00,0.01484
456.00,0.01344
457.00,0.01468
458.00,0.01192
459.00,0.01459
460.00,0.01283
461.00,0.01439
462.00,0.01327
463.00,0.01401
464.00,0.01314
465.00,0.01284
466.00,0.01333
467.00,0.01286
468.00,0.01454
469.00,0.01203
470.00,0.01299
471.00,0.01231
472.00,0.01297
473.00,0.01297
474.00,0.01337
475.00,0.01315
476.00,0.01233
477.00,0.01370
478.00,0.01212
479.00,0.01372
480.00,0.01238
481.00,0.01334
482.00,0.01177
483.00,0.01200
484.00,0.01286
485.00,0.01352
486.00,0.01206
487.00,0.01218
488.00,0.01246
489.00,0.01287
490.00,0.01311
491.00,0.01219
492.00,0.01234
493.00,0.01330
494.00,0.01228
495.00,0.01309
496.00,0.01211
497.00,0.01349
498.00,0.01142
499.00,0.01257
500.00,0.01341
