"7 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,1.84475
251.00,1.79474
252.00,1.74966
253.00,1.70676
254.00,1.66573
255.00,1.62501
256.00,1.59253
257.00,1.56063
258.00,1.53260
259.00,1.50432
260.00,1.46935
261.00,1.44552
262.00,1.41909
263.00,1.39398
264.00,1.37204
265.00,1.34878
266.00,1.32887
267.00,1.30611
268.00,1.28437
269.00,1.26540
270.00,1.24405
271.00,1.22449
272.00,1.20217
273.00,1.18372
274.00,1.16312
275.00,1.14299
276.00,1.12757
277.00,1.11048
278.00,1.09479
279.00,1.08421
280.00,1.06952
281.00,1.06164
282.00,1.05215
283.00,1.04490
284.00,1.03651
285.00,1.02985
286.00,1.02159
287.00,1.01989
288.00,1.01622
289.00,1.01214
290.00,1.00558
291.00,1.00043
292.00,0.99371
293.00,0.98603
294.00,0.97591
295.00,0.96659
296.00,0.95517
297.00,0.94353
298.00,0.93326
299.00,0.91994
300.00,0.90744
301.00,0.89432
302.00,0.88406
303.00,0.87079
304.00,0.85508
305.00,0.84330
306.00,0.82937
307.00,0.81581
308.00,0.80007
309.00,0.78498
310.00,0.76854
311.00,0.77318
312.00,0.75304
313.00,0.74261
314.00,0.72422
315.00,0.70651
316.00,0.69526
317.00,0.68187
318.00,0.66987
319.00,0.65629
320.00,0.64374
321.00,0.63782
322.00,0.63235
323.00,0.62057
324.00,0.62108
325.00,0.61115
326.00,0.60565
327.00,0.60265
328.00,0.60068
329.00,0.59447
330.00,0.59149
331.00,0.58886
332.00,0.58849
333.00,0.58605
334.00,0.58820
335.00,0.58846
336.00,0.59060
337.00,0.59431
338.00,0.60085
339.00,0.59921
340.00,0.60167
341.00,0.60327
342.00,0.60224
343.00,0.59971
344.00,0.59558
345.00,0.58817
346.00,0.58050
347.00,0.57229
348.00,0.56311
349.00,0.55424
350.00,0.54160
351.00,0.52928
352.00,0.51473
353.00,0.50187
354.00,0.48622
355.00,0.47382
356.00,0.45765
357.00,0.44461
358.00,0.43003
359.00,0.41767
360.00,0.40672
361.00,0.39483
362.00,0.38845
363.00,0.38412
364.00,0.38141
365.00,0.38224
366.00,0.38175
367.00,0.38961
368.00,0.39144
369.00,0.40112
370.00,0.40659
371.00,0.41639
372.00,0.42221
373.00,0.42694
374.00,0.43014
375.00,0.43072
376.00,0.42947
377.00,0.42807
378.00,0.42114
379.00,0.41648
380.00,0.40428
381.00,0.39174
382.00,0.37708
383.00,0.36276
384.00,0.34488
385.00,0.32817
386.00,0.31107
387.00,0.29732
388.00,0.28416
389.00,0.27276
390.00,0.26582
391.00,0.26303
392.00,0.26238
393.00,0.26833
394.00,0.27655
395.00,0.28909
396.00,0.30744
397.00,0.32925
398.00,0.35462
399.00,0.38058
400.00,0.40943
401.00,0.43701
402.00,0.46478
403.00,0.49170
404.00,0.51374
405.00,0.53253
406.00,0.55066
407.00,0.56021
408.00,0.56730
409.00,0.56730
410.00,0.56159
411.00,0.55114
412.00,0.53353
413.00,0.51382
414.00,0.48628
415.00,0.45990
416.00,0.42694
417.00,0.39392
418.00,0.36031
419.00,0.32396
420.00,0.28813
421.00,0.25659
422.00,0.21982
423.00,0.19016
424.00,0.16124
425.00,0.13575
426.00,0.11229
427.00,0.09495
428.00,0.07849
429.00,0.06582
430.00,0.05807
431.00,0.04893
432.00,0.04487
433.00,0.03989
434.00,0.03683
435.00,0.03548
436.00,0.03180
437.00,0.03175
438.00,0.03007
439.00,0.03002
440.00,0.02972
441.00,0.02882
442.00,0.02903
443.00,0.02719
444.00,0.02830
445.00,0.02762
446.00,0.02829
447.00,0.02663
448.00,0.02723
449.00,0.02716
450.00,0.02688
451.00,0.02678
452.00,0.02623
453.00,0.02753
454.00,0.02517
455.00,0.02674
456.00,0.02699
457.00,0.02659
458.00,0.02576
459.00,0.02523
460.00,0.02661
461.00,0.02495
462.00,0.02683
463.00,0.02491
464.00,0.02577
465.00,0.02485
466.00,0.02448
467.00,0.02511
468.00,0.02468
469.00,0.02485
470.00,0.02371
471.00,0.02531
472.00,0.02380
473.00,0.02523
474.00,0.02374
475.00,0.02401
476.00,0.02402
477.00,0.02367
478.00,0.02471
479.00,0.02282
480.00,0.02522
481.00,0.02190
482.00,0.02454
483.00,0.02206
484.00,0.02486
485.00,0.02352
486.00,0.02289
487.00,0.02417
488.00,0.02177
489.00,0.02519
490.00,0.02187
491.00,0.02379
492.00,0.02194
493.00,0.02475
494.00,0.02300
495.00,0.02246
496.00,0.02399
497.00,0.02184
498.00,0.02371
499.00,0.02211
500.00,0.02324
