"17 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,1.48196
251.00,1.44105
252.00,1.39989
253.00,1.36383
254.00,1.33031
255.00,1.29809
256.00,1.26866
257.00,1.24058
258.00,1.21405
259.00,1.19230
260.00,1.16595
261.00,1.14595
262.00,1.12262
263.00,1.10116
264.00,1.08187
265.00,1.06468
266.00,1.04560
267.00,1.03280
268.00,1.01869
269.00,1.00461
270.00,0.99000
271.00,0.97979
272.00,0.96557
273.00,0.95432
274.00,0.94134
275.00,0.92711
276.00,0.91571
277.00,0.90348
278.00,0.89154
279.00,0.87917
280.00,0.86732
281.00,0.85538
282.00,0.84476
283.00,0.83384
284.00,0.82040
285.00,0.80814
286.00,0.79552
287.00,0.78291
288.00,0.76996
289.00,0.75798
290.00,0.74530
291.00,0.73547
292.00,0.72286
293.00,0.71187
294.00,0.70187
295.00,0.69254
296.00,0.68423
297.00,0.67716
298.00,0.67300
299.00,0.66703
300.00,0.66520
301.00,0.66090
302.00,0.65868
303.00,0.65520
304.00,0.65242
305.00,0.65038
306.00,0.64656
307.00,0.64298
308.00,0.63951
309.00,0.63635
310.00,0.63362
311.00,0.64171
312.00,0.63242
313.00,0.63063
314.00,0.62488
315.00,0.61817
316.00,0.61228
317.00,0.60384
318.00,0.59339
319.00,0.58840
320.00,0.57344
321.00,0.56933
322.00,0.55607
323.00,0.54949
324.00,0.53929
325.00,0.53061
326.00,0.52257
327.00,0.51304
328.00,0.50356
329.00,0.49627
330.00,0.49017
331.00,0.47582
332.00,0.47470
333.00,0.46511
334.00,0.46159
335.00,0.45265
336.00,0.44610
337.00,0.44059
338.00,0.43878
339.00,0.43014
340.00,0.42948
341.00,0.42287
342.00,0.42051
343.00,0.41875
344.00,0.41545
345.00,0.41440
346.00,0.41076
347.00,0.41109
348.00,0.41008
349.00,0.40978
350.00,0.40918
351.00,0.41263
352.00,0.41442
353.00,0.41585
354.00,0.41776
355.00,0.41843
356.00,0.41894
357.00,0.41776
358.00,0.41806
359.00,0.41594
360.00,0.41442
361.00,0.40828
362.00,0.40594
363.00,0.40059
364.00,0.39294
365.00,0.38614
366.00,0.37709
367.00,0.36951
368.00,0.35810
369.00,0.35165
370.00,0.33951
371.00,0.33162
372.00,0.32229
373.00,0.31296
374.00,0.30575
375.00,0.29871
376.00,0.29120
377.00,0.28855
378.00,0.28422
379.00,0.28570
380.00,0.28508
381.00,0.28614
382.00,0.28839
383.00,0.29208
384.00,0.29466
385.00,0.29757
386.00,0.30216
387.00,0.30375
388.00,0.30663
389.00,0.30705
390.00,0.30700
391.00,0.30843
392.00,0.30547
393.00,0.30133
394.00,0.29636
395.00,0.28819
396.00,0.27946
397.00,0.26914
398.00,0.25912
399.00,0.24815
400.00,0.23891
401.00,0.22905
402.00,0.22180
403.00,0.21481
404.00,0.21057
405.00,0.20821
406.00,0.21122
407.00,0.21355
408.00,0.21864
409.00,0.22600
410.00,0.23667
411.00,0.24892
412.00,0.25984
413.00,0.27621
414.00,0.28810
415.00,0.30404
416.00,0.31751
417.00,0.33340
418.00,0.34553
419.00,0.35714
420.00,0.36220
421.00,0.36644
422.00,0.36617
423.00,0.36333
424.00,0.35957
425.00,0.35012
426.00,0.34101
427.00,0.32479
428.00,0.30991
429.00,0.28828
430.00,0.26997
431.00,0.24497
432.00,0.22411
433.00,0.19951
434.00,0.17783
435.00,0.15421
436.00,0.13346
437.00,0.11319
438.00,0.09739
439.00,0.08055
440.00,0.06859
441.00,0.05664
442.00,0.04838
443.00,0.04075
444.00,0.03608
445.00,0.03038
446.00,0.02787
447.00,0.02446
448.00,0.02297
449.00,0.02133
450.00,0.01960
451.00,0.01992
452.00,0.01816
453.00,0.01849
454.00,0.01596
455.00,0.01719
456.00,0.01649
457.00,0.01560
458.00,0.01585
459.00,0.01472
460.00,0.01656
461.00,0.01482
462.00,0.01628
463.00,0.01438
464.00,0.01559
465.00,0.01386
466.00,0.01465
467.00,0.01487
468.00,0.01387
469.00,0.01485
470.00,0.01308
471.00,0.01452
472.00,0.01205
473.00,0.01575
474.00,0.01294
475.00,0.01446
476.00,0.01385
477.00,0.01382
478.00,0.01367
479.00,0.01269
480.00,0.01483
481.00,0.01168
482.00,0.01415
483.00,0.01163
484.00,0.01479
485.00,0.01320
486.00,0.01338
487.00,0.01360
488.00,0.01215
489.00,0.01511
490.00,0.01261
491.00,0.01473
492.00,0.01160
493.00,0.01411
494.00,0.01245
495.00,0.01261
496.00,0.01329
497.00,0.01226
498.00,0.01377
499.00,0.01198
500.00,0.01406
