"8 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,0.98600
251.00,0.95991
252.00,0.93556
253.00,0.91306
254.00,0.89170
255.00,0.87070
256.00,0.85182
257.00,0.83639
258.00,0.81664
259.00,0.80439
260.00,0.78480
261.00,0.77206
262.00,0.75785
263.00,0.74546
264.00,0.73443
265.00,0.72206
266.00,0.70999
267.00,0.69880
268.00,0.68907
269.00,0.67657
270.00,0.66566
271.00,0.65608
272.00,0.64584
273.00,0.63396
274.00,0.62409
275.00,0.61250
276.00,0.60448
277.00,0.59354
278.00,0.58524
279.00,0.57708
280.00,0.56940
281.00,0.56288
282.00,0.55710
283.00,0.55142
284.00,0.54623
285.00,0.54155
286.00,0.53794
287.00,0.53541
288.00,0.53022
289.00,0.52768
290.00,0.52460
291.00,0.52477
292.00,0.51885
293.00,0.51575
294.00,0.51211
295.00,0.50763
296.00,0.50328
297.00,0.49953
298.00,0.49778
299.00,0.49004
300.00,0.48664
301.00,0.48137
302.00,0.47726
303.00,0.47055
304.00,0.46357
305.00,0.45922
306.00,0.45340
307.00,0.44610
308.00,0.43863
309.00,0.43205
310.00,0.42263
311.00,0.42730
312.00,0.41827
313.00,0.41487
314.00,0.40236
315.00,0.39192
316.00,0.38488
317.00,0.37524
318.00,0.36773
319.00,0.35885
320.00,0.35578
321.00,0.34855
322.00,0.34442
323.00,0.33742
324.00,0.33412
325.00,0.33063
326.00,0.32716
327.00,0.32139
328.00,0.32010
329.00,0.31698
330.00,0.31561
331.00,0.31315
332.00,0.31402
333.00,0.31384
334.00,0.31401
335.00,0.31574
336.00,0.31627
337.00,0.31798
338.00,0.31932
339.00,0.32089
340.00,0.32068
341.00,0.32506
342.00,0.32137
343.00,0.32201
344.00,0.31986
345.00,0.31830
346.00,0.31238
347.00,0.31096
348.00,0.30649
349.00,0.30266
350.00,0.29691
351.00,0.29147
352.00,0.28658
353.00,0.27836
354.00,0.27451
355.00,0.26516
356.00,0.25840
357.00,0.24962
358.00,0.24126
359.00,0.23490
360.00,0.22712
361.00,0.22082
362.00,0.21723
363.00,0.21380
364.00,0.20973
365.00,0.20892
366.00,0.20714
367.00,0.20852
368.00,0.20845
369.00,0.21326
370.00,0.21468
371.00,0.21933
372.00,0.22242
373.00,0.22632
374.00,0.22811
375.00,0.23062
376.00,0.23203
377.00,0.23359
378.00,0.23295
379.00,0.23122
380.00,0.22836
381.00,0.22249
382.00,0.21756
383.00,0.21070
384.00,0.20058
385.00,0.19069
386.00,0.18381
387.00,0.17424
388.00,0.16622
389.00,0.15847
390.00,0.15234
391.00,0.14825
392.00,0.14629
393.00,0.14682
394.00,0.14992
395.00,0.15167
396.00,0.15948
397.00,0.16755
398.00,0.17901
399.00,0.18993
400.00,0.20302
401.00,0.21749
402.00,0.23270
403.00,0.24630
404.00,0.25991
405.00,0.27236
406.00,0.28535
407.00,0.29369
408.00,0.30019
409.00,0.30377
410.00,0.30450
411.00,0.30229
412.00,0.29606
413.00,0.28784
414.00,0.27761
415.00,0.26398
416.00,0.25046
417.00,0.23450
418.00,0.21840
419.00,0.20042
420.00,0.18189
421.00,0.16313
422.00,0.14378
423.00,0.12633
424.00,0.10895
425.00,0.09330
426.00,0.07852
427.00,0.06715
428.00,0.05588
429.00,0.04742
430.00,0.04164
431.00,0.03441
432.00,0.03222
433.00,0.02843
434.00,0.02704
435.00,0.02603
436.00,0.02289
437.00,0.02323
438.00,0.02052
439.00,0.02129
440.00,0.02001
441.00,0.02108
442.00,0.02024
443.00,0.01910
444.00,0.02071
445.00,0.01865
446.00,0.02126
447.00,0.01790
448.00,0.01971
449.00,0.01816
450.00,0.01891
451.00,0.01893
452.00,0.01798
453.00,0.02017
454.00,0.01739
455.00,0.02019
456.00,0.01804
457.00,0.01862
458.00,0.01735
459.00,0.01805
460.00,0.01943
461.00,0.01766
462.00,0.02008
463.00,0.01691
464.00,0.01921
465.00,0.01671
466.00,0.01828
467.00,0.01768
468.00,0.01651
469.00,0.01779
470.00,0.01658
471.00,0.01857
472.00,0.01595
473.00,0.01891
474.00,0.01636
475.00,0.01706
476.00,0.01720
477.00,0.01723
478.00,0.01736
479.00,0.01581
480.00,0.01804
481.00,0.01516
482.00,0.01778
483.00,0.01534
484.00,0.01849
485.00,0.01590
486.00,0.01649
487.00,0.01696
488.00,0.01554
489.00,0.01797
490.00,0.01543
491.00,0.01782
492.00,0.01501
493.00,0.01796
494.00,0.01508
495.00,0.01595
496.00,0.01618
497.00,0.01508
498.00,0.01656
499.00,0.01530
500.00,0.01724
