"14min - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,1.96028
250.50,1.93945
251.00,1.99585
251.50,1.98820
252.00,2.27784
252.50,2.32510
253.00,2.44885
253.50,2.08255
254.00,2.11074
254.50,2.24057
255.00,2.37953
255.50,2.22943
256.00,2.10687
256.50,2.11452
257.00,2.16432
257.50,2.21061
258.00,2.20052
258.50,2.14357
259.00,2.16544
259.50,2.12496
260.00,2.08050
260.50,2.04789
261.00,1.98286
261.50,1.98431
262.00,2.05340
262.50,2.09916
263.00,2.16230
263.50,2.11698
264.00,2.13369
264.50,2.13739
265.00,2.15824
265.50,2.13787
266.00,2.08209
266.50,2.10589
267.00,2.14274
267.50,2.18058
268.00,2.08614
268.50,2.11915
269.00,2.07108
269.50,2.06932
270.00,2.02609
270.50,2.02699
271.00,2.03520
271.50,2.03946
272.00,2.03349
272.50,1.98769
273.00,1.93427
273.50,1.91358
274.00,1.90201
274.50,1.90329
275.00,1.87991
275.50,1.86669
276.00,1.85865
276.50,1.86509
277.00,1.87451
277.50,1.87302
278.00,1.86365
278.50,1.85174
279.00,1.82082
279.50,1.81025
280.00,1.79379
280.50,1.80179
281.00,1.80007
281.50,1.79734
282.00,1.77907
282.50,1.76426
283.00,1.74498
283.50,1.73360
284.00,1.72567
284.50,1.72527
285.00,1.71654
285.50,1.69688
286.00,1.68610
286.50,1.68453
287.00,1.68899
287.50,1.68079
288.00,1.66413
288.50,1.65237
289.00,1.63792
289.50,1.63240
290.00,1.62562
290.50,1.62310
291.00,1.61526
291.50,1.60269
292.00,1.59388
292.50,1.58469
293.00,1.57967
293.50,1.57160
294.00,1.56645
294.50,1.55532
295.00,1.54189
295.50,1.52978
296.00,1.51832
296.50,1.51118
297.00,1.50580
297.50,1.50119
298.00,1.49534
298.50,1.48647
299.00,1.47895
299.50,1.46639
300.00,1.45416
300.50,1.44116
301.00,1.43402
301.50,1.42670
302.00,1.42110
302.50,1.40980
303.00,1.40079
303.50,1.38656
304.00,1.37528
304.50,1.36525
305.00,1.35320
305.50,1.34544
306.00,1.33240
306.50,1.32007
307.00,1.30391
307.50,1.28989
308.00,1.28242
308.50,1.26957
309.00,1.25729
309.50,1.24152
310.00,1.22959
310.50,1.21463
311.00,1.20192
311.50,1.19071
312.00,1.18104
312.50,1.16915
313.00,1.15639
313.50,1.14331
314.00,1.13097
314.50,1.12042
315.00,1.10946
315.50,1.10228
316.00,1.09239
316.50,1.08511
317.00,1.07516
317.50,1.06716
318.00,1.05793
318.50,1.05090
319.00,1.04307
319.50,1.03567
320.00,1.02772
320.50,1.02070
321.00,1.01450
321.50,1.00870
322.00,1.00410
322.50,0.99937
323.00,0.99347
323.50,0.98693
324.00,0.98065
324.50,0.97468
325.00,0.97010
325.50,0.96555
326.00,0.96228
326.50,0.95718
327.00,0.95160
327.50,0.94706
328.00,0.94243
328.50,0.93943
329.00,0.93294
329.50,0.92842
330.00,0.92297
330.50,0.91982
331.00,0.91632
331.50,0.91295
332.00,0.91115
332.50,0.90949
333.00,0.90836
333.50,0.90768
334.00,0.90608
334.50,0.90634
335.00,0.90525
335.50,0.90690
336.00,0.90743
336.50,0.90918
337.00,0.90976
337.50,0.91190
338.00,0.91329
338.50,0.91508
339.00,0.91735
339.50,0.91818
340.00,0.91930
340.50,0.91961
341.00,0.92052
341.50,0.92074
342.00,0.91885
342.50,0.91731
343.00,0.91576
343.50,0.91442
344.00,0.91208
344.50,0.90847
345.00,0.90424
345.50,0.89947
346.00,0.89520
346.50,0.89031
347.00,0.88575
347.50,0.88063
348.00,0.87504
348.50,0.86924
349.00,0.86153
349.50,0.85335
350.00,0.84559
350.50,0.83865
351.00,0.83143
351.50,0.82392
352.00,0.81546
352.50,0.80714
353.00,0.79841
353.50,0.78940
354.00,0.77984
354.50,0.76945
355.00,0.75926
355.50,0.74954
356.00,0.73841
356.50,0.72716
357.00,0.71568
357.50,0.70479
358.00,0.69488
358.50,0.68418
359.00,0.67406
359.50,0.66334
360.00,0.65253
360.50,0.64221
361.00,0.63232
361.50,0.62497
362.00,0.61704
362.50,0.61065
363.00,0.60311
363.50,0.59823
364.00,0.59338
364.50,0.59007
365.00,0.58723
365.50,0.58467
366.00,0.58446
366.50,0.58396
367.00,0.58481
367.50,0.58495
368.00,0.58719
368.50,0.58991
369.00,0.59366
369.50,0.59688
370.00,0.60095
370.50,0.60408
371.00,0.60876
371.50,0.61232
372.00,0.61674
372.50,0.61987
373.00,0.62373
373.50,0.62728
374.00,0.63080
374.50,0.63427
375.00,0.63736
375.50,0.64060
376.00,0.64215
376.50,0.64439
377.00,0.64425
377.50,0.64479
378.00,0.64328
378.50,0.64256
379.00,0.63962
379.50,0.63650
380.00,0.63238
380.50,0.62729
381.00,0.62173
381.50,0.61308
382.00,0.60531
382.50,0.59477
383.00,0.58531
383.50,0.57316
384.00,0.56061
384.50,0.54819
385.00,0.53634
385.50,0.52425
386.00,0.51115
386.50,0.49766
387.00,0.48475
387.50,0.47170
388.00,0.46042
388.50,0.44963
389.00,0.44007
389.50,0.43038
390.00,0.42170
390.50,0.41387
391.00,0.40763
391.50,0.40309
392.00,0.39980
392.50,0.39753
393.00,0.39637
393.50,0.39762
394.00,0.39969
394.50,0.40398
395.00,0.40854
395.50,0.41606
396.00,0.42433
396.50,0.43490
397.00,0.44606
397.50,0.45850
398.00,0.47185
398.50,0.48694
399.00,0.50269
399.50,0.51936
400.00,0.53769
400.50,0.55871
401.00,0.58062
401.50,0.60066
402.00,0.61945
402.50,0.63855
403.00,0.65877
403.50,0.68089
404.00,0.70045
404.50,0.71842
405.00,0.73477
405.50,0.75431
406.00,0.77279
406.50,0.78839
407.00,0.79990
407.50,0.81143
408.00,0.82124
408.50,0.83025
409.00,0.83707
409.50,0.84118
410.00,0.84450
410.50,0.84623
411.00,0.84719
411.50,0.84333
412.00,0.83347
412.50,0.81618
413.00,0.80351
413.50,0.79693
414.00,0.79099
414.50,0.77703
415.00,0.75765
415.50,0.74054
416.00,0.72255
416.50,0.70475
417.00,0.68294
417.50,0.66068
418.00,0.63467
418.50,0.60837
419.00,0.58019
419.50,0.55024
420.00,0.52476
420.50,0.50544
421.00,0.48552
421.50,0.46100
422.00,0.43458
422.50,0.40963
423.00,0.38620
423.50,0.36218
424.00,0.34006
424.50,0.31909
425.00,0.29797
425.50,0.27600
426.00,0.25246
426.50,0.22675
427.00,0.20611
427.50,0.18977
428.00,0.17716
428.50,0.16200
429.00,0.14750
429.50,0.13486
430.00,0.12558
430.50,0.11772
431.00,0.11207
431.50,0.10803
432.00,0.10299
432.50,0.09625
433.00,0.08929
433.50,0.08531
434.00,0.07999
434.50,0.07336
435.00,0.06674
435.50,0.06520
436.00,0.06405
436.50,0.06232
437.00,0.06012
437.50,0.06054
438.00,0.06203
438.50,0.06312
439.00,0.06391
439.50,0.06448
440.00,0.06340
440.50,0.05913
441.00,0.05373
441.50,0.04814
442.00,0.04594
442.50,0.04542
443.00,0.04766
443.50,0.05032
444.00,0.05368
444.50,0.05779
445.00,0.06147
445.50,0.06429
446.00,0.06417
446.50,0.06225
447.00,0.06060
447.50,0.06069
448.00,0.06168
448.50,0.06118
449.00,0.05959
449.50,0.05738
450.00,0.05456
450.50,0.05140
451.00,0.04974
451.50,0.05001
452.00,0.05111
452.50,0.05221
453.00,0.05199
453.50,0.05146
454.00,0.05150
454.50,0.05360
455.00,0.05546
455.50,0.05571
456.00,0.05542
456.50,0.05541
457.00,0.05586
457.50,0.05433
458.00,0.05489
458.50,0.05662
459.00,0.05634
459.50,0.05166
460.00,0.04614
460.50,0.04461
461.00,0.04624
461.50,0.04904
462.00,0.04808
462.50,0.04477
463.00,0.04077
463.50,0.04132
464.00,0.04350
464.50,0.04555
465.00,0.04506
465.50,0.04308
466.00,0.04072
466.50,0.03754
467.00,0.03709
467.50,0.03633
468.00,0.03750
468.50,0.03604
469.00,0.03375
469.50,0.02838
470.00,0.02540
470.50,0.02427
471.00,0.02702
471.50,0.03070
472.00,0.03222
472.50,0.03163
473.00,0.02786
473.50,0.02535
474.00,0.02562
474.50,0.03145
475.00,0.03397
475.50,0.03258
476.00,0.02338
476.50,0.01521
477.00,0.01400
477.50,0.02191
478.00,0.03171
478.50,0.03488
479.00,0.03622
479.50,0.04082
480.00,0.04502
480.50,0.04089
481.00,0.03801
481.50,0.03897
482.00,0.04357
482.50,0.04155
483.00,0.03723
483.50,0.03229
484.00,0.02276
484.50,0.00662
485.00,0.00252
485.50,0.01636
486.00,0.03534
486.50,0.04171
487.00,0.03780
487.50,0.04013
488.00,0.04246
488.50,0.04326
489.00,0.04180
489.50,0.04449
490.00,0.04548
490.50,0.04432
491.00,0.04323
491.50,0.04568
492.00,0.04881
492.50,0.04804
493.00,0.04854
493.50,0.04997
494.00,0.05238
494.50,0.04929
495.00,0.04659
495.50,0.04349
496.00,0.04403
496.50,0.04443
497.00,0.04428
497.50,0.04279
498.00,0.04156
498.50,0.04476
499.00,0.02863
499.50,0.01008
500.00,-0.01120
500.50,-0.01304
501.00,-0.01342
501.50,-0.01210
502.00,-0.01265
502.50,-0.01215
503.00,-0.01206
503.50,-0.01196
504.00,-0.01154
504.50,-0.01191
505.00,-0.01093
505.50,-0.01152
506.00,-0.01030
506.50,-0.01127
507.00,-0.01004
507.50,-0.01089
508.00,-0.00947
508.50,-0.01032
509.00,-0.01003
509.50,-0.01094
510.00,-0.01124
510.50,-0.01220
511.00,-0.01332
511.50,-0.01252
512.00,-0.01286
512.50,-0.01167
513.00,-0.01317
513.50,-0.01186
514.00,-0.01243
514.50,-0.01153
515.00,-0.01186
515.50,-0.01080
516.00,-0.01047
516.50,-0.01097
517.00,-0.01129
517.50,-0.01167
518.00,-0.01057
518.50,-0.01104
519.00,-0.01049
519.50,-0.01151
520.00,-0.00942
520.50,-0.01050
521.00,-0.01101
521.50,-0.01299
522.00,-0.01345
522.50,-0.01363
523.00,-0.01442
523.50,-0.01388
524.00,-0.01336
524.50,-0.01325
525.00,-0.01248
525.50,-0.01226
526.00,-0.01102
526.50,-0.01171
527.00,-0.01099
527.50,-0.01115
528.00,-0.01042
528.50,-0.01132
