"10min - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,1.79751
250.50,1.87043
251.00,1.99618
251.50,1.95047
252.00,1.94817
252.50,1.97643
253.00,1.93677
253.50,2.02527
254.00,1.95127
254.50,2.03231
255.00,1.90614
255.50,1.95151
256.00,1.96293
256.50,1.98234
257.00,1.91235
257.50,1.84114
258.00,1.84963
258.50,1.81354
259.00,1.75353
259.50,1.74360
260.00,1.75530
260.50,1.79620
261.00,1.74455
261.50,1.74903
262.00,1.74003
262.50,1.78186
263.00,1.73841
263.50,1.74129
264.00,1.71779
264.50,1.72038
265.00,1.69352
265.50,1.69021
266.00,1.68619
266.50,1.68130
267.00,1.65436
267.50,1.65978
268.00,1.65083
268.50,1.65429
269.00,1.62879
269.50,1.62546
270.00,1.58368
270.50,1.57594
271.00,1.56903
271.50,1.57504
272.00,1.55828
272.50,1.54270
273.00,1.53953
273.50,1.53250
274.00,1.51349
274.50,1.49703
275.00,1.47930
275.50,1.47539
276.00,1.45545
276.50,1.44331
277.00,1.43546
277.50,1.43008
278.00,1.42951
278.50,1.42584
279.00,1.41408
279.50,1.39891
280.00,1.38819
280.50,1.38669
281.00,1.38309
281.50,1.37324
282.00,1.37173
282.50,1.36520
283.00,1.36438
283.50,1.35167
284.00,1.34936
284.50,1.34061
285.00,1.33426
285.50,1.32978
286.00,1.32737
286.50,1.32969
287.00,1.33005
287.50,1.32491
288.00,1.31997
288.50,1.31298
289.00,1.30567
289.50,1.30414
290.00,1.30000
290.50,1.30086
291.00,1.29058
291.50,1.28151
292.00,1.26978
292.50,1.26060
293.00,1.25173
293.50,1.24710
294.00,1.24075
294.50,1.23129
295.00,1.21827
295.50,1.20640
296.00,1.19395
296.50,1.18117
297.00,1.17180
297.50,1.16041
298.00,1.14943
298.50,1.13707
299.00,1.12581
299.50,1.11440
300.00,1.10358
300.50,1.09512
301.00,1.08468
301.50,1.07121
302.00,1.06093
302.50,1.05218
303.00,1.04432
303.50,1.03585
304.00,1.02760
304.50,1.02193
305.00,1.01153
305.50,1.00467
306.00,0.99442
306.50,0.98873
307.00,0.97836
307.50,0.97022
308.00,0.96019
308.50,0.95014
309.00,0.94173
309.50,0.93088
310.00,0.92056
310.50,0.90849
311.00,0.89856
311.50,0.88857
312.00,0.87731
312.50,0.86554
313.00,0.85345
313.50,0.84327
314.00,0.83296
314.50,0.82595
315.00,0.81615
315.50,0.80808
316.00,0.80094
316.50,0.79562
317.00,0.78794
317.50,0.78078
318.00,0.77452
318.50,0.77063
319.00,0.76448
319.50,0.76007
320.00,0.75636
320.50,0.75390
321.00,0.75114
321.50,0.74900
322.00,0.74832
322.50,0.74858
323.00,0.74810
323.50,0.74819
324.00,0.74692
324.50,0.74629
325.00,0.74496
325.50,0.74473
326.00,0.74521
326.50,0.74535
327.00,0.74426
327.50,0.74304
328.00,0.74191
328.50,0.74075
329.00,0.73829
329.50,0.73440
330.00,0.73124
330.50,0.72757
331.00,0.72497
331.50,0.72191
332.00,0.71995
332.50,0.71802
333.00,0.71490
333.50,0.71367
334.00,0.71176
334.50,0.71157
335.00,0.70978
335.50,0.71054
336.00,0.71067
336.50,0.71205
337.00,0.71126
337.50,0.71266
338.00,0.71256
338.50,0.71338
339.00,0.71285
339.50,0.71267
340.00,0.71194
340.50,0.71151
341.00,0.71037
341.50,0.70882
342.00,0.70618
342.50,0.70140
343.00,0.69690
343.50,0.69195
344.00,0.68784
344.50,0.68168
345.00,0.67448
345.50,0.66620
346.00,0.65770
346.50,0.64973
347.00,0.64089
347.50,0.63263
348.00,0.62279
348.50,0.61283
349.00,0.60168
349.50,0.59103
350.00,0.58077
350.50,0.57053
351.00,0.56056
351.50,0.55053
352.00,0.54091
352.50,0.53031
353.00,0.52144
353.50,0.51229
