"24min - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,1.86424
250.50,1.83112
251.00,1.88781
251.50,1.90847
252.00,2.17642
252.50,2.16255
253.00,2.00388
253.50,1.89146
254.00,1.92956
254.50,2.11369
255.00,2.09009
255.50,2.21425
256.00,2.26428
256.50,2.36535
257.00,2.27978
257.50,2.19633
258.00,2.29823
258.50,2.33756
259.00,2.20767
259.50,2.21144
260.00,2.10022
260.50,2.24860
261.00,2.41948
261.50,2.63274
262.00,2.86258
262.50,2.41215
263.00,2.39409
263.50,2.26156
264.00,2.27592
264.50,2.32177
265.00,2.33072
265.50,2.47596
266.00,2.47248
266.50,2.49137
267.00,2.47135
267.50,2.42826
268.00,2.43246
268.50,2.48588
269.00,2.67203
269.50,2.76321
270.00,2.80610
270.50,2.62304
271.00,2.63047
271.50,2.53666
272.00,2.77857
272.50,2.77002
273.00,3.19445
273.50,2.92126
274.00,2.88946
274.50,2.66536
275.00,2.67539
275.50,2.66563
276.00,2.87115
276.50,2.91297
277.00,3.10483
277.50,2.93333
278.00,3.08282
278.50,2.99637
279.00,3.26395
279.50,3.10318
280.00,3.25820
280.50,3.25088
281.00,3.55110
281.50,3.74464
282.00,4.17510
282.50,3.40529
283.00,3.25135
283.50,3.05903
284.00,3.48449
284.50,3.50699
285.00,3.36456
285.50,3.16874
286.00,3.29615
286.50,3.36820
287.00,3.27195
287.50,3.17643
288.00,3.30003
288.50,3.27300
289.00,3.36356
289.50,3.27177
290.00,3.55993
290.50,3.65847
291.00,3.39384
291.50,3.28578
292.00,3.27138
292.50,3.63618
293.00,3.55158
293.50,3.60941
294.00,3.53573
294.50,3.60914
295.00,3.63088
295.50,3.68680
296.00,4.27743
296.50,3.90629
297.00,3.73187
297.50,3.58469
298.00,3.62804
298.50,3.64695
299.00,3.70647
299.50,3.61111
300.00,3.56152
300.50,3.42618
301.00,3.51617
301.50,3.59644
302.00,3.82865
302.50,3.67043
303.00,3.99325
303.50,4.26853
304.00,6.00000
304.50,4.06086
305.00,3.90137
305.50,3.89016
306.00,4.07749
306.50,3.76820
