"12min - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,2.19850
250.50,2.20506
251.00,2.18094
251.50,2.07788
252.00,2.14844
252.50,2.09592
253.00,2.08861
253.50,2.08479
254.00,2.26285
254.50,2.30820
255.00,2.37904
255.50,2.28225
256.00,2.33773
256.50,2.39168
257.00,2.53969
257.50,2.62257
258.00,2.31587
258.50,2.19307
259.00,2.18539
259.50,2.23157
260.00,2.34143
260.50,2.44383
261.00,2.71316
261.50,2.84089
262.00,2.74566
262.50,2.41875
263.00,2.33190
263.50,2.34290
264.00,2.43373
264.50,2.47046
265.00,2.51854
265.50,2.70251
266.00,2.76527
266.50,2.87618
267.00,2.75603
267.50,2.78641
268.00,2.58117
268.50,2.62767
269.00,2.66427
269.50,2.80645
270.00,2.78455
270.50,2.78523
271.00,2.84103
271.50,2.89736
272.00,2.95156
272.50,2.82048
273.00,2.84911
273.50,2.69759
274.00,2.72069
274.50,2.56729
275.00,2.64769
275.50,2.72084
276.00,2.83367
276.50,2.95609
277.00,2.88470
277.50,2.88647
278.00,2.78894
278.50,2.70864
279.00,2.77818
279.50,2.84887
280.00,3.11342
280.50,3.08929
281.00,3.29110
281.50,3.16596
282.00,3.10810
282.50,2.94936
283.00,3.17919
283.50,3.16098
284.00,3.51584
284.50,3.37130
285.00,3.92728
285.50,3.41367
286.00,3.34892
286.50,3.48699
287.00,3.33934
287.50,3.26836
288.00,3.06778
288.50,3.12358
289.00,3.19340
289.50,3.23555
290.00,3.21727
290.50,3.17381
291.00,3.19202
291.50,3.34610
292.00,3.51046
292.50,3.46893
293.00,3.48682
293.50,3.48010
294.00,3.75680
294.50,3.54148
295.00,3.63652
295.50,3.55797
296.00,3.53444
296.50,3.41165
297.00,3.37797
297.50,3.36095
298.00,3.30491
298.50,3.26123
299.00,3.41980
299.50,3.55160
300.00,3.43577
300.50,3.38499
301.00,3.43816
301.50,3.60502
302.00,3.51494
302.50,3.38069
303.00,3.46207
303.50,3.66627
304.00,4.14892
304.50,3.78041
305.00,3.48502
305.50,3.39763
306.00,3.42650
306.50,3.49142
307.00,3.63895
307.50,3.67987
308.00,3.76873
308.50,3.53260
309.00,3.52338
309.50,3.39061
310.00,3.30939
310.50,3.31331
311.00,3.37880
311.50,3.47026
312.00,3.42224
312.50,3.39603
313.00,3.31559
313.50,3.30297
314.00,3.24864
314.50,3.24041
315.00,3.19830
315.50,3.16355
316.00,3.15437
316.50,3.13106
317.00,3.14321
317.50,3.09678
318.00,3.10430
318.50,3.05528
319.00,3.07815
319.50,3.02910
320.00,3.03096
320.50,2.98379
321.00,2.99570
321.50,3.01427
322.00,3.02774
322.50,2.99233
323.00,2.95734
323.50,2.93145
324.00,2.92338
324.50,2.91661
325.00,2.91997
325.50,2.90877
326.00,2.90864
326.50,2.88867
327.00,2.89336
327.50,2.89056
328.00,2.88957
328.50,2.86744
329.00,2.84316
329.50,2.83243
330.00,2.85033
330.50,2.84033
331.00,2.81678
331.50,2.79264
332.00,2.78454
332.50,2.79422
333.00,2.78588
333.50,2.78258
334.00,2.77293
334.50,2.78149
335.00,2.78584
335.50,2.79671
336.00,2.80376
336.50,2.79649
337.00,2.78722
337.50,2.78265
338.00,2.78628
338.50,2.79166
339.00,2.78913
339.50,2.80515
340.00,2.81132
340.50,2.81574
341.00,2.81208
341.50,2.80613
342.00,2.80369
342.50,2.79727
343.00,2.79822
343.50,2.79094
344.00,2.78045
344.50,2.76798
345.00,2.74726
345.50,2.72932
346.00,2.70517
346.50,2.68459
347.00,2.65621
347.50,2.63447
348.00,2.61294
348.50,2.58275
349.00,2.54828
349.50,2.51287
350.00,2.48677
350.50,2.45285
351.00,2.42207
351.50,2.38989
352.00,2.35704
352.50,2.32363
353.00,2.28426
353.50,2.24873
354.00,2.21387
354.50,2.18127
355.00,2.15076
355.50,2.11684
356.00,2.08645
356.50,2.05260
357.00,2.02193
357.50,1.99109
358.00,1.96442
358.50,1.93898
359.00,1.91388
359.50,1.88994
360.00,1.86768
360.50,1.84720
361.00,1.83051
361.50,1.81454
362.00,1.80572
362.50,1.79860
363.00,1.79389
363.50,1.78844
364.00,1.78591
364.50,1.78678
365.00,1.79222
365.50,1.79975
366.00,1.81171
366.50,1.82162
367.00,1.83599
367.50,1.85112
368.00,1.86892
368.50,1.88501
369.00,1.90349
369.50,1.92315
370.00,1.94137
370.50,1.95643
371.00,1.96968
371.50,1.97949
372.00,1.98872
372.50,1.99655
373.00,2.00559
373.50,2.01042
374.00,2.01331
374.50,2.01313
375.00,2.00920
375.50,2.00352
376.00,1.99175
376.50,1.98063
377.00,1.96284
377.50,1.94676
378.00,1.92571
378.50,1.90583
379.00,1.87904
379.50,1.85034
380.00,1.81891
380.50,1.78837
381.00,1.75808
381.50,1.72388
382.00,1.68763
382.50,1.64876
383.00,1.61083
383.50,1.57248
384.00,1.53404
384.50,1.49746
385.00,1.46325
385.50,1.42852
386.00,1.39510
386.50,1.36023
387.00,1.32921
387.50,1.30019
388.00,1.27695
388.50,1.25658
389.00,1.23889
389.50,1.22395
390.00,1.21334
390.50,1.20636
391.00,1.20373
391.50,1.20636
392.00,1.21357
392.50,1.22682
393.00,1.24271
393.50,1.26716
394.00,1.29426
394.50,1.32829
395.00,1.36426
395.50,1.40632
396.00,1.45327
396.50,1.50373
397.00,1.55900
397.50,1.61757
398.00,1.67800
398.50,1.73961
399.00,1.79934
399.50,1.86245
400.00,1.92427
400.50,1.98756
401.00,2.04945
401.50,2.10896
402.00,2.16516
402.50,2.21865
403.00,2.26954
403.50,2.32093
404.00,2.36847
404.50,2.40757
405.00,2.44151
405.50,2.47355
406.00,2.50718
406.50,2.53336
407.00,2.55502
407.50,2.57097
408.00,2.57787
408.50,2.57643
409.00,2.57061
409.50,2.56048
410.00,2.54612
410.50,2.52595
411.00,2.49414
411.50,2.46021
412.00,2.41220
412.50,2.35346
413.00,2.29604
413.50,2.24094
414.00,2.18714
414.50,2.11923
415.00,2.04665
415.50,1.97009
416.00,1.89555
416.50,1.81927
417.00,1.74148
417.50,1.65856
418.00,1.57387
418.50,1.48822
419.00,1.40236
419.50,1.31560
420.00,1.23852
420.50,1.16904
421.00,1.09960
421.50,1.02489
422.00,0.95157
422.50,0.88111
423.00,0.81569
423.50,0.75272
424.00,0.69515
424.50,0.64083
425.00,0.58880
425.50,0.53814
426.00,0.48802
426.50,0.43895
427.00,0.39712
427.50,0.36238
428.00,0.33267
428.50,0.30228
429.00,0.27432
429.50,0.25005
430.00,0.23105
430.50,0.21479
431.00,0.20145
431.50,0.19080
432.00,0.17972
432.50,0.16869
433.00,0.15737
433.50,0.14986
434.00,0.14097
434.50,0.13171
435.00,0.12297
435.50,0.11949
436.00,0.11668
436.50,0.11303
437.00,0.10942
437.50,0.10861
438.00,0.10951
438.50,0.10962
439.00,0.10977
439.50,0.10948
440.00,0.10768
440.50,0.10301
441.00,0.09705
441.50,0.09152
442.00,0.08876
442.50,0.08814
443.00,0.08972
443.50,0.09215
444.00,0.09547
444.50,0.09961
445.00,0.10316
445.50,0.10573
446.00,0.10548
446.50,0.10302
447.00,0.10116
447.50,0.10096
448.00,0.10219
448.50,0.10101
449.00,0.09912
449.50,0.09665
450.00,0.09408
450.50,0.09102
451.00,0.08907
451.50,0.08948
452.00,0.09035
452.50,0.09171
453.00,0.09107
453.50,0.09065
454.00,0.09017
454.50,0.09231
455.00,0.09408
455.50,0.09406
456.00,0.09365
456.50,0.09318
457.00,0.09392
457.50,0.09204
458.00,0.09315
458.50,0.09443
459.00,0.09457
459.50,0.08925
460.00,0.08404
460.50,0.08251
461.00,0.08399
461.50,0.08686
462.00,0.08531
462.50,0.08241
463.00,0.07770
463.50,0.07850
464.00,0.07980
464.50,0.08243
465.00,0.08144
465.50,0.08033
466.00,0.07735
466.50,0.07416
467.00,0.07303
467.50,0.07232
468.00,0.07365
468.50,0.07238
469.00,0.07041
469.50,0.06475
470.00,0.06189
470.50,0.06012
471.00,0.06299
471.50,0.06625
472.00,0.06771
472.50,0.06697
473.00,0.06319
473.50,0.06075
474.00,0.06085
474.50,0.06651
475.00,0.06896
475.50,0.06765
476.00,0.05834
476.50,0.05017
477.00,0.04896
477.50,0.05673
478.00,0.06632
478.50,0.06929
479.00,0.07060
479.50,0.07529
480.00,0.07903
480.50,0.07541
481.00,0.07235
481.50,0.07373
482.00,0.07747
482.50,0.07584
483.00,0.07100
483.50,0.06661
484.00,0.05656
484.50,0.04045
485.00,0.03614
485.50,0.04990
486.00,0.06889
486.50,0.07495
487.00,0.07148
487.50,0.07348
488.00,0.07583
488.50,0.07586
489.00,0.07490
489.50,0.07739
490.00,0.07852
490.50,0.07702
491.00,0.07589
491.50,0.07831
492.00,0.08106
492.50,0.08044
493.00,0.08050
493.50,0.08253
494.00,0.08435
494.50,0.08187
495.00,0.07859
495.50,0.07575
496.00,0.07593
496.50,0.07634
497.00,0.07649
497.50,0.07467
498.00,0.07392
498.50,0.07644
499.00,0.06131
499.50,0.04158
500.00,0.02078
500.50,0.01791
501.00,0.01792
501.50,0.01910
502.00,0.01861
502.50,0.01960
503.00,0.01917
503.50,0.01961
504.00,0.01921
504.50,0.01947
505.00,0.02002
505.50,0.01999
506.00,0.02047
506.50,0.01955
507.00,0.02050
507.50,0.01956
508.00,0.02081
508.50,0.01945
509.00,0.01994
509.50,0.01903
510.00,0.01906
510.50,0.01784
511.00,0.01697
511.50,0.01762
512.00,0.01745
