"14 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
300.00,1.01353
300.50,1.01518
301.00,1.02117
301.50,1.02693
302.00,1.03437
302.50,1.04177
303.00,1.05075
303.50,1.06306
304.00,1.07944
304.50,1.09811
305.00,1.12047
305.50,1.14314
306.00,1.17030
306.50,1.19746
307.00,1.22627
307.50,1.25735
308.00,1.29434
308.50,1.32951
309.00,1.36341
309.50,1.39334
310.00,1.41794
310.50,1.43295
311.00,1.43637
311.50,1.42879
312.00,1.41007
312.50,1.37627
313.00,1.33050
313.50,1.27502
314.00,1.21715
314.50,1.15946
315.00,1.10440
315.50,1.05062
316.00,1.00248
316.50,0.95837
317.00,0.92183
317.50,0.88862
318.00,0.86123
318.50,0.83623
319.00,0.81734
319.50,0.80148
320.00,0.78938
320.50,0.77838
321.00,0.77012
321.50,0.76355
322.00,0.75745
322.50,0.75178
323.00,0.74585
323.50,0.74265
324.00,0.73822
324.50,0.73569
325.00,0.73146
325.50,0.72986
326.00,0.72572
326.50,0.72403
327.00,0.72159
327.50,0.72115
328.00,0.71893
328.50,0.71684
329.00,0.71361
329.50,0.71144
330.00,0.70854
330.50,0.70693
331.00,0.70529
331.50,0.70345
332.00,0.70202
332.50,0.70006
333.00,0.69857
333.50,0.69593
334.00,0.69410
334.50,0.69223
335.00,0.69146
335.50,0.68972
336.00,0.68859
336.50,0.68656
337.00,0.68514
337.50,0.68414
338.00,0.68245
338.50,0.67991
339.00,0.67717
339.50,0.67480
340.00,0.67279
340.50,0.66970
341.00,0.66802
341.50,0.66563
342.00,0.66318
342.50,0.65959
343.00,0.65729
343.50,0.65451
344.00,0.65192
344.50,0.64756
345.00,0.64411
345.50,0.64040
346.00,0.63737
346.50,0.63349
347.00,0.63058
347.50,0.62749
348.00,0.62441
348.50,0.62039
349.00,0.61652
349.50,0.61319
350.00,0.60992
350.50,0.60576
351.00,0.60201
351.50,0.59779
352.00,0.59452
352.50,0.59134
353.00,0.58846
353.50,0.58528
354.00,0.58229
354.50,0.57923
355.00,0.57624
355.50,0.57276
356.00,0.56989
356.50,0.56649
357.00,0.56297
357.50,0.55937
358.00,0.55686
358.50,0.55450
359.00,0.55191
359.50,0.54949
360.00,0.54601
360.50,0.54254
361.00,0.53907
361.50,0.53775
362.00,0.53550
362.50,0.53373
363.00,0.53056
363.50,0.52868
364.00,0.52615
364.50,0.52357
365.00,0.52182
365.50,0.52009
366.00,0.51868
366.50,0.51667
367.00,0.51465
367.50,0.51373
368.00,0.51274
368.50,0.51216
369.00,0.51022
369.50,0.50916
370.00,0.50777
370.50,0.50667
371.00,0.50543
371.50,0.50399
372.00,0.50389
372.50,0.50326
373.00,0.50292
373.50,0.50233
374.00,0.50164
374.50,0.50140
375.00,0.50069
375.50,0.49976
376.00,0.49890
376.50,0.49805
377.00,0.49766
377.50,0.49659
378.00,0.49550
378.50,0.49431
379.00,0.49343
379.50,0.49254
380.00,0.49226
380.50,0.49153
381.00,0.49107
381.50,0.48921
382.00,0.48853
382.50,0.48636
383.00,0.48564
383.50,0.48317
384.00,0.48200
384.50,0.47978
385.00,0.47815
385.50,0.47566
386.00,0.47320
386.50,0.47047
387.00,0.46822
387.50,0.46528
388.00,0.46255
388.50,0.46002
389.00,0.45705
389.50,0.45465
390.00,0.45043
390.50,0.44727
391.00,0.44309
391.50,0.44032
392.00,0.43653
392.50,0.43373
393.00,0.43004
393.50,0.42751
394.00,0.42396
394.50,0.42016
395.00,0.41630
395.50,0.41287
396.00,0.41056
396.50,0.40841
397.00,0.40621
397.50,0.40402
398.00,0.40119
398.50,0.39946
399.00,0.39765
399.50,0.39675
400.00,0.39497
400.50,0.39350
401.00,0.39216
401.50,0.39134
402.00,0.39198
402.50,0.39147
403.00,0.39177
403.50,0.39064
404.00,0.39132
404.50,0.39131
405.00,0.39246
405.50,0.39247
406.00,0.39394
406.50,0.39394
407.00,0.39523
407.50,0.39513
408.00,0.39657
408.50,0.39682
409.00,0.39752
409.50,0.39743
410.00,0.39832
410.50,0.39888
411.00,0.39966
411.50,0.39949
412.00,0.39960
412.50,0.39872
413.00,0.39817
413.50,0.39710
414.00,0.39577
414.50,0.39445
415.00,0.39265
415.50,0.39113
416.00,0.38863
416.50,0.38666
417.00,0.38385
417.50,0.38192
418.00,0.37846
418.50,0.37559
419.00,0.37195
419.50,0.36977
420.00,0.36859
420.50,0.36655
421.00,0.36453
421.50,0.36091
422.00,0.35849
422.50,0.35574
423.00,0.35366
423.50,0.35192
424.00,0.34988
424.50,0.34919
425.00,0.34824
425.50,0.34809
426.00,0.34722
426.50,0.34764
427.00,0.34819
427.50,0.34951
428.00,0.35037
428.50,0.35174
429.00,0.35334
429.50,0.35550
430.00,0.35803
430.50,0.36075
431.00,0.36351
431.50,0.36589
432.00,0.36865
432.50,0.37094
433.00,0.37404
433.50,0.37665
434.00,0.37999
434.50,0.38282
435.00,0.38531
435.50,0.38761
436.00,0.38951
436.50,0.39215
437.00,0.39371
437.50,0.39549
438.00,0.39546
438.50,0.39595
439.00,0.39501
439.50,0.39518
440.00,0.39331
440.50,0.39187
441.00,0.38905
441.50,0.38697
442.00,0.38378
442.50,0.37987
443.00,0.37563
443.50,0.37071
444.00,0.36605
444.50,0.36024
445.00,0.35478
445.50,0.34845
446.00,0.34195
446.50,0.33496
447.00,0.32730
447.50,0.31944
448.00,0.31084
448.50,0.30216
449.00,0.29309
449.50,0.28366
450.00,0.27449
450.50,0.26491
451.00,0.25534
451.50,0.24498
452.00,0.23549
452.50,0.22642
453.00,0.21792
453.50,0.20897
454.00,0.19988
454.50,0.19109
455.00,0.18276
455.50,0.17513
456.00,0.16771
456.50,0.16138
457.00,0.15461
457.50,0.14936
458.00,0.14306
458.50,0.13858
459.00,0.13309
459.50,0.12953
460.00,0.12548
460.50,0.12312
461.00,0.12015
461.50,0.11820
462.00,0.11523
462.50,0.11344
463.00,0.11151
463.50,0.11018
464.00,0.10866
464.50,0.10703
465.00,0.10649
465.50,0.10522
466.00,0.10481
466.50,0.10318
467.00,0.10286
467.50,0.10158
468.00,0.10178
468.50,0.10074
469.00,0.10097
469.50,0.09978
470.00,0.09984
470.50,0.09928
471.00,0.09930
471.50,0.09904
472.00,0.09866
472.50,0.09850
473.00,0.09781
473.50,0.09792
474.00,0.09729
474.50,0.09803
475.00,0.09754
475.50,0.09800
476.00,0.09699
476.50,0.09718
477.00,0.09671
477.50,0.09684
478.00,0.09673
478.50,0.09698
479.00,0.09730
479.50,0.09701
480.00,0.09738
480.50,0.09699
481.00,0.09757
481.50,0.09680
482.00,0.09737
482.50,0.09674
483.00,0.09734
483.50,0.09697
484.00,0.09763
484.50,0.09765
485.00,0.09771
485.50,0.09759
486.00,0.09749
486.50,0.09795
487.00,0.09743
487.50,0.09767
488.00,0.09713
488.50,0.09798
489.00,0.09749
489.50,0.09849
490.00,0.09804
490.50,0.09895
491.00,0.09813
491.50,0.09850
492.00,0.09777
492.50,0.09828
493.00,0.09795
493.50,0.09806
494.00,0.09819
494.50,0.09821
495.00,0.09900
495.50,0.09843
496.00,0.09860
496.50,0.09762
497.00,0.09827
497.50,0.09768
498.00,0.09836
498.50,0.09782
499.00,0.09856
499.50,0.09851
500.00,0.09875
500.50,0.09894
501.00,0.09856
501.50,0.09912
502.00,0.09855
502.50,0.09925
503.00,0.09848
503.50,0.09910
504.00,0.09853
504.50,0.09899
505.00,0.09853
505.50,0.09881
506.00,0.09843
506.50,0.09840
507.00,0.09839
507.50,0.09865
508.00,0.09922
508.50,0.09897
509.00,0.09915
509.50,0.09865
510.00,0.09919
510.50,0.09873
511.00,0.09942
511.50,0.09878
512.00,0.09923
512.50,0.09862
513.00,0.09944
513.50,0.09937
514.00,0.09977
514.50,0.09966
515.00,0.09975
515.50,0.09983
516.00,0.09942
516.50,0.10003
517.00,0.09968
517.50,0.10011
518.00,0.09961
518.50,0.10047
519.00,0.10017
519.50,0.10045
520.00,0.09998
520.50,0.10043
521.00,0.10014
521.50,0.10064
522.00,0.10065
522.50,0.10107
523.00,0.10088
523.50,0.10091
524.00,0.10096
524.50,0.10107
525.00,0.10092
525.50,0.10060
526.00,0.10049
526.50,0.10044
527.00,0.10090
527.50,0.10111
528.00,0.10138
528.50,0.10143
529.00,0.10137
529.50,0.10156
530.00,0.10198
530.50,0.10250
531.00,0.10370
531.50,0.10365
532.00,0.10448
532.50,0.10388
533.00,0.10471
533.50,0.10404
534.00,0.10456
534.50,0.10425
535.00,0.10557
535.50,0.10551
536.00,0.10620
536.50,0.10527
537.00,0.10578
537.50,0.10561
538.00,0.10641
538.50,0.10659
539.00,0.10663
539.50,0.10653
540.00,0.10604
540.50,0.10669
541.00,0.10652
541.50,0.10692
542.00,0.10627
542.50,0.10677
543.00,0.10698
543.50,0.10720
544.00,0.10708
544.50,0.10683
545.00,0.10727
545.50,0.10738
546.00,0.10786
546.50,0.10785
547.00,0.10768
547.50,0.10778
548.00,0.10759
548.50,0.10814
549.00,0.10787
549.50,0.10858
550.00,0.10889
