"11 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
300.00,1.09446
300.50,1.09342
301.00,1.09061
301.50,1.08881
302.00,1.08561
302.50,1.08491
303.00,1.08537
303.50,1.08669
304.00,1.08666
304.50,1.09021
305.00,1.09199
305.50,1.10010
306.00,1.10537
306.50,1.11177
307.00,1.11636
307.50,1.12335
308.00,1.13586
308.50,1.14846
309.00,1.16191
309.50,1.17588
310.00,1.18995
310.50,1.20303
311.00,1.21343
311.50,1.22228
312.00,1.22967
312.50,1.23195
313.00,1.23144
313.50,1.22357
314.00,1.21168
314.50,1.19288
315.00,1.16951
315.50,1.14339
316.00,1.11565
316.50,1.08450
317.00,1.05426
317.50,1.02334
318.00,0.99838
318.50,0.97185
319.00,0.94750
319.50,0.92511
320.00,0.90875
320.50,0.89421
321.00,0.88131
321.50,0.87022
322.00,0.86403
322.50,0.85920
323.00,0.85259
323.50,0.84538
324.00,0.84091
324.50,0.83890
325.00,0.83690
325.50,0.83428
326.00,0.83007
326.50,0.82730
327.00,0.82529
327.50,0.82414
328.00,0.82244
328.50,0.81976
329.00,0.81759
329.50,0.81541
330.00,0.81203
330.50,0.81038
331.00,0.80851
331.50,0.80745
332.00,0.80364
332.50,0.80159
333.00,0.79772
333.50,0.79610
334.00,0.79098
334.50,0.78861
335.00,0.78477
335.50,0.78260
336.00,0.77890
336.50,0.77586
337.00,0.77274
337.50,0.77004
338.00,0.76566
338.50,0.76198
339.00,0.75764
339.50,0.75375
340.00,0.74843
340.50,0.74387
341.00,0.73942
341.50,0.73615
342.00,0.73127
342.50,0.72702
343.00,0.72161
343.50,0.71707
344.00,0.71114
344.50,0.70535
345.00,0.70023
345.50,0.69582
346.00,0.69058
346.50,0.68483
347.00,0.67904
347.50,0.67472
348.00,0.67002
348.50,0.66557
349.00,0.66055
349.50,0.65629
350.00,0.65189
350.50,0.64677
351.00,0.64226
351.50,0.63705
352.00,0.63308
352.50,0.62874
353.00,0.62534
353.50,0.62131
354.00,0.61701
354.50,0.61300
355.00,0.60945
355.50,0.60634
356.00,0.60250
356.50,0.59889
357.00,0.59533
357.50,0.59239
358.00,0.58990
358.50,0.58711
359.00,0.58464
359.50,0.58230
360.00,0.58010
360.50,0.57734
361.00,0.57503
361.50,0.57303
362.00,0.57121
362.50,0.56960
363.00,0.56733
363.50,0.56580
364.00,0.56351
364.50,0.56131
365.00,0.55944
365.50,0.55830
366.00,0.55700
366.50,0.55647
367.00,0.55465
367.50,0.55415
368.00,0.55300
368.50,0.55238
369.00,0.55171
369.50,0.55064
370.00,0.55004
370.50,0.54940
371.00,0.54923
371.50,0.54897
372.00,0.54932
372.50,0.54917
373.00,0.54904
373.50,0.54846
374.00,0.54864
374.50,0.54873
375.00,0.54766
375.50,0.54691
376.00,0.54577
376.50,0.54584
377.00,0.54447
377.50,0.54278
378.00,0.54069
378.50,0.53938
379.00,0.53775
379.50,0.53658
380.00,0.53384
380.50,0.53173
381.00,0.52803
381.50,0.52497
382.00,0.52142
382.50,0.51766
383.00,0.51391
383.50,0.50984
384.00,0.50644
384.50,0.50218
385.00,0.49801
385.50,0.49259
386.00,0.48790
386.50,0.48193
387.00,0.47746
387.50,0.47164
388.00,0.46757
388.50,0.46251
389.00,0.45786
389.50,0.45291
390.00,0.44735
390.50,0.44278
391.00,0.43739
391.50,0.43312
392.00,0.42829
392.50,0.42502
393.00,0.42065
393.50,0.41730
394.00,0.41304
394.50,0.41023
395.00,0.40726
395.50,0.40524
396.00,0.40324
396.50,0.40193
397.00,0.40053
397.50,0.39962
398.00,0.39869
398.50,0.39891
399.00,0.39926
399.50,0.40009
400.00,0.40077
400.50,0.40214
401.00,0.40393
401.50,0.40580
402.00,0.40780
402.50,0.40936
403.00,0.41152
403.50,0.41292
404.00,0.41516
404.50,0.41599
405.00,0.41802
405.50,0.41851
406.00,0.42004
406.50,0.41993
407.00,0.42069
407.50,0.41969
408.00,0.41990
408.50,0.41825
409.00,0.41763
409.50,0.41470
410.00,0.41308
410.50,0.41001
411.00,0.40779
411.50,0.40389
412.00,0.40032
412.50,0.39581
413.00,0.39175
413.50,0.38724
414.00,0.38263
414.50,0.37848
415.00,0.37338
415.50,0.36882
416.00,0.36312
416.50,0.35865
417.00,0.35369
417.50,0.34959
418.00,0.34506
418.50,0.34127
419.00,0.33733
419.50,0.33469
420.00,0.33208
420.50,0.32981
421.00,0.32784
421.50,0.32610
422.00,0.32508
422.50,0.32454
423.00,0.32478
423.50,0.32619
424.00,0.32735
424.50,0.33005
425.00,0.33251
425.50,0.33654
426.00,0.34011
426.50,0.34540
427.00,0.35040
427.50,0.35624
428.00,0.36154
428.50,0.36733
429.00,0.37312
429.50,0.37895
430.00,0.38461
430.50,0.39013
431.00,0.39547
431.50,0.40027
432.00,0.40517
432.50,0.40941
433.00,0.41379
433.50,0.41764
434.00,0.42139
434.50,0.42516
435.00,0.42808
435.50,0.43097
436.00,0.43216
436.50,0.43330
437.00,0.43291
437.50,0.43262
438.00,0.43040
438.50,0.42752
439.00,0.42346
439.50,0.41922
440.00,0.41417
440.50,0.40788
441.00,0.40136
441.50,0.39350
442.00,0.38504
442.50,0.37482
443.00,0.36488
443.50,0.35420
444.00,0.34374
444.50,0.33205
445.00,0.31994
445.50,0.30676
446.00,0.29323
446.50,0.27972
447.00,0.26622
447.50,0.25277
448.00,0.23840
448.50,0.22448
449.00,0.21002
449.50,0.19680
450.00,0.18343
450.50,0.17102
451.00,0.15834
451.50,0.14590
452.00,0.13387
452.50,0.12301
453.00,0.11273
453.50,0.10302
454.00,0.09366
454.50,0.08498
455.00,0.07694
455.50,0.06977
456.00,0.06301
456.50,0.05758
457.00,0.05171
457.50,0.04749
458.00,0.04259
458.50,0.03932
459.00,0.03519
459.50,0.03264
460.00,0.02999
460.50,0.02850
461.00,0.02622
461.50,0.02440
462.00,0.02260
462.50,0.02120
463.00,0.02018
463.50,0.01881
464.00,0.01831
464.50,0.01688
465.00,0.01685
465.50,0.01555
466.00,0.01549
466.50,0.01385
467.00,0.01392
467.50,0.01296
468.00,0.01325
468.50,0.01230
469.00,0.01216
469.50,0.01151
470.00,0.01138
470.50,0.01086
471.00,0.01050
471.50,0.01061
472.00,0.01079
472.50,0.01089
473.00,0.01035
473.50,0.01016
474.00,0.00966
474.50,0.00969
475.00,0.00958
475.50,0.00986
476.00,0.00949
476.50,0.00930
477.00,0.00897
477.50,0.00924
478.00,0.00919
478.50,0.00958
479.00,0.00939
479.50,0.00958
480.00,0.00923
480.50,0.00939
481.00,0.00949
481.50,0.00957
482.00,0.00964
482.50,0.00957
483.00,0.00967
483.50,0.00931
484.00,0.00962
484.50,0.00924
485.00,0.00936
485.50,0.00869
486.00,0.00933
486.50,0.00937
487.00,0.00943
487.50,0.00911
488.00,0.00928
488.50,0.00949
489.00,0.00917
489.50,0.00940
490.00,0.00871
490.50,0.00913
491.00,0.00854
491.50,0.00948
492.00,0.00882
492.50,0.00915
493.00,0.00888
493.50,0.00914
494.00,0.00910
494.50,0.00884
495.00,0.00934
495.50,0.00924
496.00,0.00961
496.50,0.00918
497.00,0.00956
497.50,0.00921
498.00,0.00947
498.50,0.00915
499.00,0.00928
499.50,0.00940
500.00,0.00926
500.50,0.00938
501.00,0.00927
501.50,0.00976
502.00,0.00947
502.50,0.00936
503.00,0.00870
503.50,0.00924
504.00,0.00918
504.50,0.00959
505.00,0.00885
505.50,0.00910
506.00,0.00899
506.50,0.00928
507.00,0.00910
507.50,0.00891
508.00,0.00898
508.50,0.00887
509.00,0.00897
509.50,0.00875
510.00,0.00872
510.50,0.00873
511.00,0.00897
511.50,0.00923
512.00,0.00906
512.50,0.00916
513.00,0.00882
513.50,0.00907
514.00,0.00891
514.50,0.00897
515.00,0.00913
515.50,0.00910
516.00,0.00943
516.50,0.00927
517.00,0.00939
517.50,0.00863
518.00,0.00860
518.50,0.00818
519.00,0.00885
519.50,0.00884
520.00,0.00898
520.50,0.00900
521.00,0.00878
521.50,0.00904
522.00,0.00859
522.50,0.00903
523.00,0.00858
523.50,0.00919
524.00,0.00855
524.50,0.00918
525.00,0.00827
525.50,0.00849
526.00,0.00788
526.50,0.00832
527.00,0.00826
527.50,0.00860
528.00,0.00855
528.50,0.00853
529.00,0.00825
529.50,0.00821
530.00,0.00798
530.50,0.00823
531.00,0.00816
531.50,0.00866
532.00,0.00861
532.50,0.00888
533.00,0.00861
533.50,0.00848
534.00,0.00823
534.50,0.00835
535.00,0.00845
535.50,0.00869
536.00,0.00880
536.50,0.00848
537.00,0.00857
537.50,0.00825
538.00,0.00878
538.50,0.00824
539.00,0.00865
539.50,0.00813
540.00,0.00858
540.50,0.00830
541.00,0.00876
541.50,0.00861
542.00,0.00855
542.50,0.00863
543.00,0.00846
543.50,0.00861
544.00,0.00820
544.50,0.00892
545.00,0.00850
545.50,0.00905
546.00,0.00826
546.50,0.00901
547.00,0.00839
547.50,0.00895
548.00,0.00830
548.50,0.00872
549.00,0.00848
549.50,0.00895
550.00,0.00894
