"22 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
300.00,0.63933
300.50,0.63606
301.00,0.63330
301.50,0.63303
302.00,0.63269
302.50,0.63278
303.00,0.63394
303.50,0.63461
304.00,0.63335
304.50,0.63406
305.00,0.63495
305.50,0.63889
306.00,0.64086
306.50,0.64412
307.00,0.64716
307.50,0.65119
308.00,0.65654
308.50,0.66264
309.00,0.66910
309.50,0.67565
310.00,0.68251
310.50,0.68770
311.00,0.69314
311.50,0.69638
312.00,0.70125
312.50,0.70300
313.00,0.70241
313.50,0.69679
314.00,0.68920
314.50,0.67994
315.00,0.66798
315.50,0.65584
316.00,0.64116
316.50,0.62625
317.00,0.61059
317.50,0.59590
318.00,0.58198
318.50,0.56767
319.00,0.55562
319.50,0.54509
320.00,0.53770
320.50,0.52963
321.00,0.52367
321.50,0.51632
322.00,0.51142
322.50,0.50534
323.00,0.50155
323.50,0.49682
324.00,0.49392
324.50,0.49011
325.00,0.48730
325.50,0.48442
326.00,0.48188
326.50,0.47832
327.00,0.47534
327.50,0.47263
328.00,0.47147
328.50,0.46866
329.00,0.46587
329.50,0.46265
330.00,0.46028
330.50,0.45818
331.00,0.45585
331.50,0.45446
332.00,0.45226
332.50,0.45141
333.00,0.44811
333.50,0.44679
334.00,0.44444
334.50,0.44350
335.00,0.44226
335.50,0.44059
336.00,0.43832
336.50,0.43626
337.00,0.43444
337.50,0.43411
338.00,0.43152
338.50,0.43032
339.00,0.42875
339.50,0.42769
340.00,0.42626
340.50,0.42491
341.00,0.42436
341.50,0.42468
342.00,0.42304
342.50,0.42212
343.00,0.42061
343.50,0.42072
344.00,0.42019
344.50,0.41889
345.00,0.41799
345.50,0.41756
346.00,0.41643
346.50,0.41534
347.00,0.41447
347.50,0.41426
348.00,0.41340
348.50,0.41224
349.00,0.41137
349.50,0.41020
350.00,0.40944
350.50,0.40787
351.00,0.40708
351.50,0.40497
352.00,0.40409
352.50,0.40295
353.00,0.40298
353.50,0.40103
354.00,0.39926
354.50,0.39707
355.00,0.39539
355.50,0.39356
356.00,0.39209
356.50,0.39040
357.00,0.38778
357.50,0.38442
358.00,0.38161
358.50,0.37991
359.00,0.37766
359.50,0.37601
360.00,0.37303
360.50,0.37005
361.00,0.36747
361.50,0.36524
362.00,0.36342
362.50,0.36071
363.00,0.35869
363.50,0.35646
364.00,0.35417
364.50,0.35113
365.00,0.34826
365.50,0.34640
366.00,0.34442
366.50,0.34320
367.00,0.34050
367.50,0.33911
368.00,0.33663
368.50,0.33546
369.00,0.33271
369.50,0.33108
370.00,0.32830
370.50,0.32670
371.00,0.32505
371.50,0.32395
372.00,0.32245
372.50,0.32118
373.00,0.31926
373.50,0.31822
374.00,0.31629
374.50,0.31504
375.00,0.31361
375.50,0.31240
376.00,0.31108
376.50,0.30972
377.00,0.30904
377.50,0.30799
378.00,0.30730
378.50,0.30613
379.00,0.30538
379.50,0.30408
380.00,0.30299
380.50,0.30220
381.00,0.30169
381.50,0.30126
382.00,0.30117
382.50,0.29989
383.00,0.29923
383.50,0.29833
384.00,0.29873
384.50,0.29854
385.00,0.29796
385.50,0.29736
386.00,0.29699
386.50,0.29650
387.00,0.29623
387.50,0.29557
388.00,0.29504
388.50,0.29494
389.00,0.29422
389.50,0.29440
390.00,0.29360
390.50,0.29329
391.00,0.29261
391.50,0.29167
392.00,0.29084
392.50,0.29017
393.00,0.28923
393.50,0.28862
394.00,0.28752
394.50,0.28670
395.00,0.28524
395.50,0.28382
396.00,0.28236
396.50,0.28110
397.00,0.27927
397.50,0.27813
398.00,0.27658
398.50,0.27504
399.00,0.27313
399.50,0.27097
400.00,0.26912
400.50,0.26693
401.00,0.26507
401.50,0.26329
402.00,0.26136
402.50,0.25910
403.00,0.25660
403.50,0.25419
404.00,0.25206
404.50,0.24955
405.00,0.24676
405.50,0.24390
406.00,0.24207
406.50,0.24004
407.00,0.23910
407.50,0.23672
408.00,0.23605
408.50,0.23368
409.00,0.23314
409.50,0.23130
410.00,0.23104
410.50,0.22947
411.00,0.22903
411.50,0.22817
412.00,0.22798
412.50,0.22782
413.00,0.22766
413.50,0.22789
414.00,0.22808
414.50,0.22847
415.00,0.22851
415.50,0.22847
416.00,0.22923
416.50,0.22987
417.00,0.23062
417.50,0.23072
418.00,0.23128
418.50,0.23198
419.00,0.23246
419.50,0.23338
420.00,0.23371
420.50,0.23341
421.00,0.23323
421.50,0.23252
422.00,0.23263
422.50,0.23125
423.00,0.23063
423.50,0.22914
424.00,0.22830
424.50,0.22708
425.00,0.22553
425.50,0.22379
426.00,0.22100
426.50,0.21934
427.00,0.21686
427.50,0.21515
428.00,0.21192
428.50,0.20957
429.00,0.20628
429.50,0.20420
430.00,0.20129
430.50,0.19936
431.00,0.19706
431.50,0.19501
432.00,0.19333
432.50,0.19134
433.00,0.19020
433.50,0.18838
434.00,0.18781
434.50,0.18696
435.00,0.18647
435.50,0.18628
436.00,0.18613
436.50,0.18702
437.00,0.18705
437.50,0.18822
438.00,0.18871
438.50,0.19025
439.00,0.19106
439.50,0.19294
440.00,0.19486
440.50,0.19693
441.00,0.19931
441.50,0.20129
442.00,0.20418
442.50,0.20579
443.00,0.20829
443.50,0.20997
444.00,0.21267
444.50,0.21417
445.00,0.21606
445.50,0.21709
446.00,0.21825
446.50,0.21925
447.00,0.21977
447.50,0.22059
448.00,0.22064
448.50,0.22024
449.00,0.21962
449.50,0.21847
450.00,0.21768
450.50,0.21585
451.00,0.21430
451.50,0.21202
452.00,0.20971
452.50,0.20682
453.00,0.20378
453.50,0.20056
454.00,0.19618
454.50,0.19193
455.00,0.18658
455.50,0.18181
456.00,0.17594
456.50,0.17096
457.00,0.16436
457.50,0.15849
458.00,0.15081
458.50,0.14419
459.00,0.13646
459.50,0.12940
460.00,0.12238
460.50,0.11548
461.00,0.10891
461.50,0.10172
462.00,0.09535
462.50,0.08890
463.00,0.08326
463.50,0.07723
464.00,0.07195
464.50,0.06686
465.00,0.06258
465.50,0.05833
466.00,0.05444
466.50,0.05123
467.00,0.04820
467.50,0.04576
468.00,0.04304
468.50,0.04091
469.00,0.03877
469.50,0.03694
470.00,0.03569
470.50,0.03416
471.00,0.03362
471.50,0.03208
472.00,0.03191
472.50,0.03003
473.00,0.02951
473.50,0.02818
474.00,0.02802
474.50,0.02765
475.00,0.02696
475.50,0.02690
476.00,0.02564
476.50,0.02591
477.00,0.02474
477.50,0.02516
478.00,0.02409
