"19 - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
300.00,1.19619
300.50,1.19701
301.00,1.20447
301.50,1.21244
302.00,1.22350
302.50,1.22938
303.00,1.23971
303.50,1.25480
304.00,1.27292
304.50,1.29398
305.00,1.31506
305.50,1.34354
306.00,1.37476
306.50,1.40638
307.00,1.44112
307.50,1.47811
308.00,1.51795
308.50,1.55563
309.00,1.59145
309.50,1.63031
310.00,1.66451
310.50,1.68470
311.00,1.69399
311.50,1.68787
312.00,1.66686
312.50,1.62571
313.00,1.57068
313.50,1.50578
314.00,1.44086
314.50,1.37205
315.00,1.30941
315.50,1.24794
316.00,1.19139
316.50,1.13750
317.00,1.09116
317.50,1.04970
318.00,1.01699
318.50,0.98734
319.00,0.96545
319.50,0.94430
320.00,0.92936
320.50,0.91481
321.00,0.90438
321.50,0.89478
322.00,0.88777
322.50,0.88015
323.00,0.87351
323.50,0.86701
324.00,0.86264
324.50,0.85725
325.00,0.85226
325.50,0.84762
326.00,0.84281
326.50,0.83844
327.00,0.83349
327.50,0.82970
328.00,0.82654
328.50,0.82261
329.00,0.81923
329.50,0.81535
330.00,0.81136
330.50,0.80737
331.00,0.80455
331.50,0.80405
332.00,0.80094
332.50,0.79759
333.00,0.79274
333.50,0.79032
334.00,0.78748
334.50,0.78543
335.00,0.78362
335.50,0.78143
336.00,0.77864
336.50,0.77586
337.00,0.77472
337.50,0.77272
338.00,0.77025
338.50,0.76797
339.00,0.76706
339.50,0.76508
340.00,0.76259
340.50,0.76006
341.00,0.75882
341.50,0.75700
342.00,0.75493
342.50,0.75350
343.00,0.75166
343.50,0.75107
344.00,0.74819
344.50,0.74561
345.00,0.74222
345.50,0.73977
346.00,0.73725
346.50,0.73544
347.00,0.73317
347.50,0.73131
348.00,0.72787
348.50,0.72535
349.00,0.72219
349.50,0.71924
350.00,0.71602
350.50,0.71191
351.00,0.70893
351.50,0.70505
352.00,0.70173
352.50,0.69732
353.00,0.69420
353.50,0.69000
354.00,0.68617
354.50,0.68092
355.00,0.67727
355.50,0.67333
356.00,0.66973
356.50,0.66514
357.00,0.66039
357.50,0.65606
358.00,0.65213
358.50,0.64800
359.00,0.64344
359.50,0.63948
360.00,0.63375
360.50,0.62737
361.00,0.62147
361.50,0.61823
362.00,0.61626
362.50,0.61265
363.00,0.60825
363.50,0.60384
364.00,0.60065
364.50,0.59700
365.00,0.59350
365.50,0.58964
366.00,0.58705
366.50,0.58413
367.00,0.58149
367.50,0.57877
368.00,0.57603
368.50,0.57325
369.00,0.57021
369.50,0.56807
370.00,0.56566
370.50,0.56365
371.00,0.56213
371.50,0.56021
372.00,0.55855
372.50,0.55579
373.00,0.55400
373.50,0.55163
374.00,0.54981
374.50,0.54812
375.00,0.54664
375.50,0.54559
376.00,0.54350
376.50,0.54237
377.00,0.54082
377.50,0.54001
378.00,0.53862
378.50,0.53760
379.00,0.53628
379.50,0.53513
380.00,0.53375
380.50,0.53282
381.00,0.53224
381.50,0.53141
382.00,0.53077
382.50,0.52936
383.00,0.52778
383.50,0.52679
384.00,0.52563
384.50,0.52548
385.00,0.52385
385.50,0.52289
386.00,0.52157
386.50,0.52044
387.00,0.51954
387.50,0.51793
388.00,0.51677
388.50,0.51505
389.00,0.51376
389.50,0.51177
390.00,0.50974
390.50,0.50709
391.00,0.50473
391.50,0.50223
392.00,0.49982
392.50,0.49732
393.00,0.49461
393.50,0.49183
394.00,0.48873
394.50,0.48576
395.00,0.48183
395.50,0.47899
396.00,0.47445
396.50,0.47135
397.00,0.46718
397.50,0.46385
398.00,0.45992
398.50,0.45663
399.00,0.45301
399.50,0.44958
400.00,0.44589
400.50,0.44301
401.00,0.43949
401.50,0.43606
402.00,0.43239
402.50,0.42947
403.00,0.42615
403.50,0.42321
404.00,0.42079
404.50,0.41811
405.00,0.41628
405.50,0.41300
406.00,0.41152
406.50,0.40925
407.00,0.40870
407.50,0.40720
408.00,0.40694
408.50,0.40550
409.00,0.40571
409.50,0.40416
410.00,0.40522
410.50,0.40476
411.00,0.40609
411.50,0.40589
412.00,0.40647
412.50,0.40690
413.00,0.40780
413.50,0.40875
414.00,0.40962
414.50,0.41076
415.00,0.41151
415.50,0.41238
416.00,0.41267
416.50,0.41320
417.00,0.41281
417.50,0.41295
418.00,0.41208
418.50,0.41206
419.00,0.41069
419.50,0.41027
420.00,0.40914
420.50,0.40748
421.00,0.40570
421.50,0.40287
422.00,0.40062
422.50,0.39724
423.00,0.39456
423.50,0.39086
424.00,0.38744
424.50,0.38350
425.00,0.38028
425.50,0.37625
426.00,0.37278
426.50,0.36917
427.00,0.36606
427.50,0.36290
428.00,0.35959
428.50,0.35704
429.00,0.35396
429.50,0.35237
430.00,0.35017
430.50,0.34982
431.00,0.34844
431.50,0.34842
432.00,0.34725
432.50,0.34755
433.00,0.34795
433.50,0.34907
434.00,0.35062
434.50,0.35220
435.00,0.35457
435.50,0.35691
436.00,0.36010
436.50,0.36303
437.00,0.36637
437.50,0.36918
438.00,0.37269
438.50,0.37568
439.00,0.37833
439.50,0.38138
440.00,0.38379
440.50,0.38668
441.00,0.38885
441.50,0.39143
442.00,0.39340
442.50,0.39483
443.00,0.39551
443.50,0.39612
444.00,0.39587
444.50,0.39511
445.00,0.39394
445.50,0.39162
446.00,0.38968
446.50,0.38613
447.00,0.38324
447.50,0.37874
448.00,0.37508
448.50,0.36985
449.00,0.36445
449.50,0.35810
450.00,0.35120
450.50,0.34401
451.00,0.33571
451.50,0.32748
452.00,0.31834
452.50,0.30938
453.00,0.30009
453.50,0.28993
454.00,0.27898
454.50,0.26726
455.00,0.25599
455.50,0.24408
456.00,0.23237
456.50,0.22025
457.00,0.20840
457.50,0.19683
458.00,0.18505
458.50,0.17399
459.00,0.16229
459.50,0.15229
460.00,0.14203
460.50,0.13368
461.00,0.12445
461.50,0.11646
462.00,0.10846
462.50,0.10196
463.00,0.09597
463.50,0.08968
464.00,0.08454
464.50,0.07904
465.00,0.07595
465.50,0.07146
466.00,0.06884
466.50,0.06509
467.00,0.06323
467.50,0.06062
468.00,0.05897
468.50,0.05681
469.00,0.05536
469.50,0.05362
470.00,0.05239
470.50,0.05170
471.00,0.05085
471.50,0.05063
472.00,0.04933
472.50,0.04895
473.00,0.04778
473.50,0.04764
474.00,0.04669
474.50,0.04658
475.00,0.04589
475.50,0.04581
476.00,0.04489
476.50,0.04449
477.00,0.04413
477.50,0.04399
478.00,0.04417
478.50,0.04388
479.00,0.04399
479.50,0.04324
480.00,0.04336
480.50,0.04312
481.00,0.04386
481.50,0.04357
482.00,0.04336
482.50,0.04275
483.00,0.04253
483.50,0.04280
484.00,0.04294
484.50,0.04337
485.00,0.04286
485.50,0.04306
486.00,0.04265
486.50,0.04335
487.00,0.04252
487.50,0.04291
488.00,0.04263
488.50,0.04316
489.00,0.04295
