"7.5min - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,1.87689
250.50,1.99679
251.00,2.07768
251.50,2.09567
252.00,1.97960
252.50,2.01122
253.00,2.03869
253.50,2.10657
254.00,2.12905
254.50,2.20839
255.00,2.34829
255.50,2.20944
256.00,2.19732
256.50,2.09931
257.00,2.27425
257.50,2.29213
258.00,2.23325
258.50,2.26150
259.00,2.14168
259.50,2.19927
260.00,2.11296
260.50,2.24548
261.00,2.26948
261.50,2.36070
262.00,2.21587
262.50,2.18561
263.00,2.14168
263.50,2.32263
264.00,2.34151
264.50,2.39093
265.00,2.28011
265.50,2.31871
266.00,2.30123
266.50,2.42949
267.00,2.52812
267.50,2.42966
268.00,2.24991
268.50,2.20222
269.00,2.19898
269.50,2.18783
270.00,2.23640
270.50,2.29473
271.00,2.30135
271.50,2.23688
272.00,2.20117
272.50,2.19122
273.00,2.18022
273.50,2.19219
274.00,2.21227
274.50,2.19652
275.00,2.15672
275.50,2.12736
276.00,2.11423
276.50,2.15443
277.00,2.14962
277.50,2.15892
278.00,2.11103
278.50,2.12052
279.00,2.13940
279.50,2.15302
280.00,2.13691
280.50,2.11697
281.00,2.08837
281.50,2.10004
282.00,2.08686
282.50,2.08842
283.00,2.07461
283.50,2.06343
284.00,2.07529
284.50,2.05755
285.00,2.04738
285.50,2.01949
286.00,2.00226
286.50,1.99256
287.00,1.98727
287.50,1.97943
288.00,1.96662
288.50,1.93706
289.00,1.91303
289.50,1.88415
290.00,1.85624
290.50,1.84536
291.00,1.82736
291.50,1.81698
292.00,1.79488
292.50,1.78334
293.00,1.76863
293.50,1.75327
294.00,1.73963
294.50,1.72244
295.00,1.70579
295.50,1.68121
296.00,1.66321
296.50,1.64158
297.00,1.62758
297.50,1.61398
298.00,1.60405
298.50,1.59509
299.00,1.58264
299.50,1.57037
300.00,1.55594
300.50,1.54619
301.00,1.54280
301.50,1.53321
302.00,1.52826
302.50,1.51140
303.00,1.50836
303.50,1.49941
304.00,1.50485
304.50,1.50263
305.00,1.50600
