"10min - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
250.00,2.22966
250.50,2.02300
251.00,2.00882
251.50,1.94593
252.00,2.07276
252.50,2.18199
253.00,2.41426
253.50,2.42311
254.00,2.28702
254.50,2.07854
255.00,2.24168
255.50,2.37721
256.00,2.66534
256.50,2.57951
257.00,2.37828
257.50,2.31593
258.00,2.24854
258.50,2.42185
259.00,2.36791
259.50,2.33031
260.00,2.31586
260.50,2.33571
261.00,2.43653
261.50,2.39962
262.00,2.45446
262.50,2.37507
263.00,2.39823
263.50,2.50903
264.00,2.65806
264.50,2.65053
265.00,2.69115
265.50,2.69758
266.00,2.60740
266.50,2.58606
267.00,2.63362
267.50,2.93544
268.00,2.80445
268.50,3.06468
269.00,2.63592
269.50,2.65531
270.00,2.47604
270.50,2.65146
271.00,2.88099
271.50,2.83911
272.00,2.62473
272.50,2.56899
273.00,2.57254
273.50,2.75243
274.00,2.73598
274.50,2.83150
275.00,2.69469
275.50,2.61768
276.00,2.63511
276.50,2.66757
277.00,2.68978
277.50,2.77689
278.00,2.88733
278.50,2.80398
279.00,2.84317
279.50,2.83391
280.00,3.07856
280.50,2.88337
281.00,2.88488
281.50,2.76963
282.00,2.74249
282.50,2.74029
283.00,2.79314
283.50,2.87983
284.00,2.72351
284.50,2.75219
285.00,2.76040
285.50,2.93741
286.00,2.93866
286.50,2.93974
287.00,2.97510
287.50,2.98793
288.00,2.89474
288.50,2.80643
289.00,2.77735
289.50,2.83694
290.00,2.86158
290.50,2.90787
291.00,2.83033
291.50,2.77341
292.00,2.69415
292.50,2.69795
293.00,2.69795
293.50,2.70877
294.00,2.68626
294.50,2.63365
295.00,2.60210
295.50,2.59553
296.00,2.59885
296.50,2.57845
297.00,2.53870
297.50,2.48404
298.00,2.46219
298.50,2.44526
299.00,2.43197
299.50,2.42632
300.00,2.41071
300.50,2.41130
301.00,2.39659
301.50,2.36889
302.00,2.34787
302.50,2.32228
303.00,2.33242
303.50,2.34000
304.00,2.33510
304.50,2.31353
305.00,2.29739
305.50,2.30697
306.00,2.29939
306.50,2.29918
307.00,2.28482
307.50,2.29606
308.00,2.29542
308.50,2.31505
309.00,2.32458
309.50,2.33319
310.00,2.31882
310.50,2.29076
311.00,2.26566
311.50,2.23368
312.00,2.21996
312.50,2.18907
313.00,2.15679
313.50,2.11772
314.00,2.07507
314.50,2.03526
315.00,1.99707
315.50,1.96221
316.00,1.93001
316.50,1.90555
317.00,1.88984
317.50,1.87489
318.00,1.85764
318.50,1.83990
319.00,1.83246
319.50,1.82826
320.00,1.82824
320.50,1.82381
321.00,1.82664
321.50,1.82475
322.00,1.82844
322.50,1.82814
323.00,1.83072
323.50,1.83257
324.00,1.83205
324.50,1.83471
325.00,1.83400
325.50,1.83448
326.00,1.83432
326.50,1.83172
327.00,1.82672
327.50,1.82217
328.00,1.81505
328.50,1.80896
329.00,1.80131
329.50,1.79838
330.00,1.79046
330.50,1.78110
331.00,1.77110
331.50,1.76245
332.00,1.75454
332.50,1.74831
333.00,1.74196
333.50,1.73684
334.00,1.72811
334.50,1.71888
335.00,1.71209
335.50,1.70492
336.00,1.69954
336.50,1.69112
337.00,1.68289
337.50,1.67047
338.00,1.65823
338.50,1.64354
339.00,1.62861
339.50,1.61093
340.00,1.59406
340.50,1.57500
341.00,1.55747
341.50,1.53722
342.00,1.51702
342.50,1.49277
343.00,1.46862
343.50,1.44342
344.00,1.41931
344.50,1.39398
345.00,1.37021
345.50,1.34531
346.00,1.32175
346.50,1.29875
347.00,1.27310
347.50,1.24987
348.00,1.22522
348.50,1.20746
349.00,1.18750
349.50,1.17081
350.00,1.15093
350.50,1.13523
351.00,1.11960
351.50,1.10750
352.00,1.09577
352.50,1.08711
353.00,1.08108
353.50,1.07749
354.00,1.07605
354.50,1.07513
355.00,1.07622
355.50,1.07772
356.00,1.08305
356.50,1.08828
357.00,1.09659
357.50,1.10541
358.00,1.11730
358.50,1.12883
359.00,1.14079
359.50,1.15340
360.00,1.16926
360.50,1.18481
361.00,1.19913
361.50,1.21168
362.00,1.22585
362.50,1.24042
363.00,1.25354
363.50,1.26484
364.00,1.27471
364.50,1.28340
365.00,1.28890
365.50,1.29450
366.00,1.29557
366.50,1.29425
367.00,1.28687
367.50,1.27829
368.00,1.26693
368.50,1.25283
369.00,1.23636
369.50,1.21531
370.00,1.19201
370.50,1.16634
371.00,1.14029
371.50,1.11340
372.00,1.08406
372.50,1.05330
373.00,1.02193
373.50,0.99104
374.00,0.96085
374.50,0.93085
375.00,0.90197
375.50,0.87356
376.00,0.84758
376.50,0.82276
377.00,0.79968
377.50,0.77666
378.00,0.75605
378.50,0.73839
379.00,0.72256
379.50,0.70893
380.00,0.69640
380.50,0.68843
381.00,0.68152
381.50,0.67949
382.00,0.67735
382.50,0.68081
383.00,0.68408
383.50,0.69348
384.00,0.70367
384.50,0.71911
385.00,0.73610
385.50,0.75661
386.00,0.78035
386.50,0.80707
387.00,0.83797
387.50,0.87145
388.00,0.90894
388.50,0.94785
389.00,0.99047
389.50,1.03462
390.00,1.08318
390.50,1.13176
391.00,1.18332
391.50,1.23418
392.00,1.28635
392.50,1.33649
393.00,1.38743
393.50,1.43603
394.00,1.48447
394.50,1.52912
395.00,1.56946
395.50,1.60613
396.00,1.63851
396.50,1.66746
397.00,1.68816
397.50,1.70545
398.00,1.71624
398.50,1.72379
399.00,1.72381
399.50,1.72093
400.00,1.71453
400.50,1.70229
401.00,1.68718
401.50,1.66629
402.00,1.64387
402.50,1.61686
403.00,1.58811
403.50,1.55594
404.00,1.52224
404.50,1.48478
405.00,1.44567
405.50,1.40342
406.00,1.35875
406.50,1.31217
407.00,1.26443
407.50,1.21540
408.00,1.16232
408.50,1.10801
409.00,1.05098
409.50,0.99342
410.00,0.93459
410.50,0.87708
411.00,0.82022
411.50,0.76339
412.00,0.70716
412.50,0.65139
413.00,0.59860
413.50,0.54755
414.00,0.49973
414.50,0.45461
415.00,0.41294
415.50,0.37389
416.00,0.33777
416.50,0.30454
417.00,0.27480
417.50,0.24749
418.00,0.22294
418.50,0.20073
419.00,0.18147
419.50,0.16380
420.00,0.14924
420.50,0.13633
421.00,0.12559
421.50,0.11526
422.00,0.10645
422.50,0.09860
423.00,0.09262
423.50,0.08660
424.00,0.08263
424.50,0.07785
425.00,0.07481
425.50,0.07140
426.00,0.06945
426.50,0.06721
427.00,0.06506
427.50,0.06320
428.00,0.06113
428.50,0.06043
429.00,0.05894
429.50,0.05896
430.00,0.05732
430.50,0.05734
431.00,0.05572
431.50,0.05607
432.00,0.05483
432.50,0.05493
433.00,0.05402
433.50,0.05460
434.00,0.05376
434.50,0.05383
435.00,0.05264
435.50,0.05337
436.00,0.05267
436.50,0.05269
437.00,0.05194
437.50,0.05146
438.00,0.05187
438.50,0.05119
439.00,0.05176
439.50,0.05040
440.00,0.05123
440.50,0.05062
441.00,0.05126
441.50,0.05072
442.00,0.05062
442.50,0.05046
443.00,0.04995
443.50,0.05039
444.00,0.04969
444.50,0.05019
445.00,0.04925
445.50,0.04951
446.00,0.04906
446.50,0.04941
447.00,0.04913
447.50,0.04920
448.00,0.04885
448.50,0.04881
449.00,0.04888
449.50,0.04844
450.00,0.04846
450.50,0.04769
451.00,0.04829
451.50,0.04813
452.00,0.04865
452.50,0.04826
453.00,0.04826
453.50,0.04789
454.00,0.04763
454.50,0.04759
455.00,0.04727
455.50,0.04688
456.00,0.04703
456.50,0.04668
457.00,0.04730
457.50,0.04650
458.00,0.04697
458.50,0.04637
459.00,0.04651
459.50,0.04645
