"ZnS小尺寸140℃ - RawData"
"波长(nm)","吸收值"
200.00,0.849
201.00,0.851
202.00,1.015
203.00,1.341
204.00,1.408
205.00,1.711
206.00,1.582
207.00,1.549
208.00,1.657
209.00,1.606
210.00,1.517
211.00,1.522
212.00,1.512
213.00,1.465
214.00,1.420
215.00,1.402
216.00,1.368
217.00,1.332
218.00,1.301
219.00,1.270
220.00,1.235
221.00,1.195
222.00,1.160
223.00,1.119
224.00,1.081
225.00,1.041
226.00,0.999
227.00,0.958
228.00,0.919
229.00,0.881
230.00,0.847
231.00,0.822
232.00,0.801
233.00,0.785
234.00,0.776
235.00,0.769
236.00,0.763
237.00,0.757
238.00,0.747
239.00,0.739
240.00,0.734
241.00,0.737
242.00,0.748
243.00,0.770
244.00,0.802
245.00,0.836
246.00,0.869
247.00,0.893
248.00,0.902
249.00,0.898
250.00,0.881
251.00,0.857
252.00,0.832
253.00,0.802
254.00,0.772
255.00,0.743
256.00,0.707
257.00,0.665
258.00,0.619
259.00,0.568
260.00,0.513
261.00,0.458
262.00,0.407
263.00,0.357
264.00,0.310
265.00,0.269
266.00,0.233
267.00,0.201
268.00,0.175
269.00,0.152
270.00,0.134
271.00,0.119
272.00,0.107
273.00,0.097
274.00,0.088
275.00,0.082
276.00,0.075
277.00,0.072
278.00,0.068
279.00,0.064
280.00,0.061
281.00,0.059
282.00,0.057
283.00,0.055
284.00,0.053
285.00,0.052
286.00,0.051
287.00,0.050
288.00,0.049
289.00,0.048
290.00,0.047
291.00,0.046
292.00,0.046
293.00,0.045
294.00,0.045
295.00,0.044
296.00,0.044
297.00,0.044
298.00,0.042
299.00,0.042
300.00,0.042
301.00,0.042
302.00,0.042
303.00,0.041
304.00,0.041
305.00,0.041
306.00,0.040
307.00,0.041
308.00,0.040
309.00,0.039
310.00,0.040
311.00,0.035
312.00,0.034
313.00,0.034
314.00,0.034
315.00,0.034
316.00,0.033
317.00,0.033
318.00,0.034
319.00,0.033
320.00,0.033
321.00,0.034
322.00,0.033
323.00,0.032
324.00,0.032
325.00,0.032
326.00,0.031
327.00,0.031
328.00,0.031
329.00,0.031
330.00,0.031
331.00,0.030
332.00,0.030
333.00,0.030
334.00,0.030
335.00,0.029
336.00,0.029
337.00,0.029
338.00,0.029
339.00,0.029
340.00,0.028
341.00,0.029
342.00,0.028
343.00,0.028
344.00,0.028
345.00,0.028
346.00,0.027
347.00,0.027
348.00,0.027
349.00,0.027
350.00,0.027
351.00,0.027
352.00,0.027
353.00,0.027
354.00,0.026
355.00,0.026
356.00,0.026
357.00,0.026
358.00,0.026
359.00,0.025
360.00,0.025
361.00,0.026
362.00,0.025
363.00,0.025
364.00,0.025
365.00,0.025
366.00,0.024
367.00,0.025
368.00,0.024
369.00,0.024
370.00,0.024
371.00,0.024
372.00,0.024
373.00,0.024
374.00,0.024
375.00,0.024
376.00,0.023
377.00,0.023
378.00,0.024
379.00,0.023
380.00,0.023
381.00,0.023
382.00,0.023
383.00,0.023
384.00,0.023
385.00,0.023
386.00,0.022
387.00,0.022
388.00,0.022
389.00,0.022
390.00,0.022
391.00,0.022
392.00,0.022
393.00,0.021
394.00,0.022
395.00,0.021
396.00,0.021
397.00,0.021
398.00,0.021
399.00,0.021
400.00,0.021
401.00,0.020
402.00,0.020
403.00,0.021
404.00,0.020
405.00,0.020
406.00,0.020
407.00,0.020
408.00,0.019
409.00,0.020
410.00,0.020
411.00,0.020
412.00,0.020
413.00,0.019
414.00,0.019
415.00,0.019
416.00,0.019
417.00,0.019
418.00,0.019
419.00,0.019
420.00,0.019
421.00,0.018
422.00,0.019
423.00,0.018
424.00,0.018
425.00,0.018
426.00,0.018
427.00,0.018
428.00,0.018
429.00,0.018
430.00,0.018
431.00,0.018
432.00,0.018
433.00,0.018
434.00,0.017
435.00,0.017
436.00,0.017
437.00,0.017
438.00,0.017
439.00,0.017
440.00,0.017
441.00,0.017
442.00,0.017
443.00,0.017
444.00,0.016
445.00,0.017
446.00,0.016
447.00,0.016
448.00,0.016
449.00,0.016
450.00,0.016
451.00,0.016
452.00,0.016
453.00,0.015
454.00,0.016
455.00,0.015
456.00,0.016
457.00,0.016
458.00,0.015
459.00,0.015
460.00,0.015
461.00,0.015
462.00,0.015
463.00,0.015
464.00,0.015
465.00,0.015
466.00,0.015
467.00,0.014
468.00,0.014
469.00,0.014
470.00,0.014
471.00,0.014
472.00,0.014
473.00,0.014
474.00,0.014
475.00,0.014
476.00,0.014
477.00,0.014
478.00,0.014
479.00,0.014
480.00,0.014
481.00,0.014
482.00,0.014
483.00,0.014
484.00,0.014
485.00,0.014
486.00,0.014
487.00,0.014
488.00,0.014
489.00,0.014
490.00,0.014
491.00,0.014
492.00,0.014
493.00,0.014
494.00,0.014
495.00,0.014
496.00,0.014
497.00,0.014
498.00,0.014
499.00,0.013
500.00,0.013
