"ZnS小尺寸110℃ - RawData"
"波长(nm)","吸收值"
200.00,0.620
201.00,0.798
202.00,1.047
203.00,1.166
204.00,1.292
205.00,1.260
206.00,1.355
207.00,1.326
208.00,1.253
209.00,1.224
210.00,1.213
211.00,1.165
212.00,1.099
213.00,1.061
214.00,1.008
215.00,0.956
216.00,0.904
217.00,0.853
218.00,0.806
219.00,0.764
220.00,0.728
221.00,0.696
222.00,0.669
223.00,0.643
224.00,0.620
225.00,0.602
226.00,0.586
227.00,0.574
228.00,0.565
229.00,0.564
230.00,0.573
231.00,0.594
232.00,0.626
233.00,0.670
234.00,0.726
235.00,0.791
236.00,0.851
237.00,0.908
238.00,0.947
239.00,0.967
240.00,0.971
241.00,0.959
242.00,0.930
243.00,0.892
244.00,0.846
245.00,0.791
246.00,0.730
247.00,0.666
248.00,0.601
249.00,0.534
250.00,0.467
251.00,0.405
252.00,0.347
253.00,0.293
254.00,0.247
255.00,0.206
256.00,0.172
257.00,0.144
258.00,0.121
259.00,0.102
260.00,0.087
261.00,0.076
262.00,0.067
263.00,0.059
264.00,0.053
265.00,0.048
266.00,0.046
267.00,0.043
268.00,0.041
269.00,0.039
270.00,0.037
271.00,0.036
272.00,0.034
273.00,0.033
274.00,0.032
275.00,0.030
276.00,0.029
277.00,0.028
278.00,0.026
279.00,0.025
280.00,0.024
281.00,0.022
282.00,0.022
283.00,0.020
284.00,0.019
285.00,0.018
286.00,0.017
287.00,0.016
288.00,0.016
289.00,0.014
290.00,0.013
291.00,0.014
292.00,0.013
293.00,0.012
294.00,0.012
295.00,0.011
296.00,0.011
297.00,0.010
298.00,0.010
299.00,0.010
300.00,0.009
301.00,0.009
302.00,0.010
303.00,0.009
304.00,0.008
305.00,0.008
306.00,0.008
307.00,0.009
308.00,0.008
309.00,0.007
310.00,0.007
311.00,0.007
312.00,0.006
313.00,0.007
314.00,0.007
315.00,0.006
316.00,0.006
317.00,0.006
318.00,0.006
319.00,0.006
320.00,0.006
321.00,0.006
322.00,0.005
323.00,0.005
324.00,0.006
325.00,0.005
326.00,0.005
327.00,0.005
328.00,0.004
329.00,0.005
330.00,0.004
331.00,0.004
332.00,0.004
333.00,0.004
334.00,0.003
335.00,0.004
336.00,0.004
337.00,0.003
338.00,0.003
339.00,0.003
340.00,0.003
341.00,0.004
342.00,0.003
343.00,0.003
344.00,0.003
345.00,0.003
346.00,0.002
347.00,0.002
348.00,0.002
349.00,0.002
350.00,0.002
351.00,0.002
352.00,0.002
353.00,0.002
354.00,0.002
355.00,0.002
356.00,0.002
357.00,0.001
358.00,0.001
359.00,0.000
360.00,0.001
361.00,0.001
362.00,0.002
363.00,0.001
364.00,0.001
365.00,0.000
366.00,0.001
367.00,0.001
368.00,0.001
369.00,0.001
370.00,0.000
371.00,0.000
372.00,0.000
373.00,0.000
374.00,0.000
375.00,0.000
376.00,-0.000
377.00,-0.000
378.00,-0.000
379.00,-0.000
380.00,-0.001
381.00,-0.000
382.00,-0.001
383.00,-0.001
384.00,-0.000
385.00,-0.001
386.00,-0.001
387.00,-0.001
388.00,-0.001
389.00,-0.001
390.00,-0.001
391.00,-0.001
392.00,-0.001
393.00,-0.002
394.00,-0.001
395.00,-0.002
396.00,-0.001
397.00,-0.001
398.00,-0.002
399.00,-0.002
400.00,-0.002
401.00,-0.002
402.00,-0.002
403.00,-0.002
404.00,-0.002
405.00,-0.002
406.00,-0.002
407.00,-0.002
408.00,-0.003
409.00,-0.002
410.00,-0.002
411.00,-0.002
412.00,-0.002
413.00,-0.003
414.00,-0.003
415.00,-0.003
416.00,-0.003
417.00,-0.003
418.00,-0.003
419.00,-0.003
420.00,-0.003
421.00,-0.003
422.00,-0.003
423.00,-0.003
424.00,-0.003
425.00,-0.003
426.00,-0.004
427.00,-0.004
428.00,-0.004
429.00,-0.003
430.00,-0.003
431.00,-0.004
432.00,-0.004
433.00,-0.004
434.00,-0.004
435.00,-0.004
436.00,-0.004
437.00,-0.004
438.00,-0.004
439.00,-0.004
440.00,-0.004
441.00,-0.004
442.00,-0.004
443.00,-0.004
444.00,-0.004
445.00,-0.004
446.00,-0.004
447.00,-0.004
448.00,-0.005
449.00,-0.005
450.00,-0.004
451.00,-0.005
452.00,-0.005
453.00,-0.004
454.00,-0.005
455.00,-0.005
456.00,-0.005
457.00,-0.005
458.00,-0.005
459.00,-0.005
460.00,-0.005
461.00,-0.005
462.00,-0.005
463.00,-0.005
464.00,-0.005
465.00,-0.005
466.00,-0.005
467.00,-0.005
468.00,-0.005
469.00,-0.005
470.00,-0.006
471.00,-0.005
472.00,-0.006
473.00,-0.005
474.00,-0.006
475.00,-0.006
476.00,-0.006
477.00,-0.006
478.00,-0.006
479.00,-0.006
480.00,-0.006
481.00,-0.006
482.00,-0.006
483.00,-0.006
484.00,-0.006
485.00,-0.006
486.00,-0.006
487.00,-0.006
488.00,-0.006
489.00,-0.006
490.00,-0.006
491.00,-0.006
492.00,-0.006
493.00,-0.006
494.00,-0.006
495.00,-0.006
496.00,-0.006
497.00,-0.006
498.00,-0.006
499.00,-0.006
500.00,-0.007
