"ZnS小尺寸140℃-5h2 - RawData"
"波长(nm)","吸收值"
200.00,0.651
201.00,0.770
202.00,1.151
203.00,0.999
204.00,1.050
205.00,1.076
206.00,1.160
207.00,1.077
208.00,1.091
209.00,1.031
210.00,1.019
211.00,0.999
212.00,0.970
213.00,0.954
214.00,0.926
215.00,0.902
216.00,0.890
217.00,0.869
218.00,0.850
219.00,0.840
220.00,0.830
221.00,0.818
222.00,0.806
223.00,0.794
224.00,0.783
225.00,0.771
226.00,0.755
227.00,0.740
228.00,0.719
229.00,0.696
230.00,0.671
231.00,0.645
232.00,0.621
233.00,0.596
234.00,0.572
235.00,0.550
236.00,0.529
237.00,0.511
238.00,0.491
239.00,0.477
240.00,0.464
241.00,0.454
242.00,0.449
243.00,0.448
244.00,0.452
245.00,0.458
246.00,0.468
247.00,0.480
248.00,0.491
249.00,0.507
250.00,0.520
251.00,0.536
252.00,0.553
253.00,0.571
254.00,0.589
255.00,0.602
256.00,0.608
257.00,0.604
258.00,0.590
259.00,0.564
260.00,0.528
261.00,0.488
262.00,0.445
263.00,0.398
264.00,0.352
265.00,0.311
266.00,0.272
267.00,0.235
268.00,0.206
269.00,0.178
270.00,0.155
271.00,0.136
272.00,0.119
273.00,0.105
274.00,0.093
275.00,0.082
276.00,0.073
277.00,0.067
278.00,0.061
279.00,0.056
280.00,0.050
281.00,0.046
282.00,0.043
283.00,0.040
284.00,0.037
285.00,0.034
286.00,0.032
287.00,0.029
288.00,0.028
289.00,0.026
290.00,0.025
291.00,0.024
292.00,0.023
293.00,0.022
294.00,0.021
295.00,0.020
296.00,0.020
297.00,0.019
298.00,0.018
299.00,0.018
300.00,0.017
301.00,0.017
302.00,0.017
303.00,0.017
304.00,0.017
305.00,0.016
306.00,0.016
307.00,0.016
308.00,0.015
309.00,0.015
310.00,0.015
311.00,0.013
312.00,0.013
313.00,0.014
314.00,0.014
315.00,0.013
316.00,0.013
317.00,0.012
318.00,0.013
319.00,0.013
320.00,0.013
321.00,0.013
322.00,0.012
323.00,0.012
324.00,0.013
325.00,0.012
326.00,0.012
327.00,0.011
328.00,0.012
329.00,0.011
330.00,0.011
331.00,0.011
332.00,0.011
333.00,0.011
334.00,0.010
335.00,0.010
336.00,0.010
337.00,0.011
338.00,0.010
339.00,0.010
340.00,0.010
341.00,0.010
342.00,0.010
343.00,0.010
344.00,0.009
345.00,0.010
346.00,0.010
347.00,0.010
348.00,0.009
349.00,0.009
350.00,0.009
351.00,0.009
352.00,0.009
353.00,0.009
354.00,0.009
355.00,0.009
356.00,0.009
357.00,0.009
358.00,0.009
359.00,0.009
360.00,0.009
361.00,0.009
362.00,0.009
363.00,0.008
364.00,0.009
365.00,0.008
366.00,0.008
367.00,0.008
368.00,0.008
369.00,0.008
370.00,0.008
371.00,0.008
372.00,0.008
373.00,0.008
374.00,0.008
375.00,0.008
376.00,0.008
377.00,0.008
378.00,0.008
379.00,0.008
380.00,0.007
381.00,0.008
382.00,0.008
383.00,0.008
384.00,0.008
385.00,0.008
386.00,0.007
387.00,0.007
388.00,0.007
389.00,0.008
390.00,0.007
391.00,0.007
392.00,0.007
393.00,0.007
394.00,0.007
395.00,0.007
396.00,0.007
397.00,0.008
398.00,0.007
399.00,0.007
400.00,0.007
401.00,0.006
402.00,0.007
403.00,0.007
404.00,0.007
405.00,0.007
406.00,0.007
407.00,0.006
408.00,0.006
409.00,0.006
410.00,0.007
411.00,0.006
412.00,0.007
413.00,0.006
414.00,0.006
415.00,0.006
416.00,0.006
417.00,0.006
418.00,0.006
419.00,0.006
420.00,0.006
421.00,0.006
422.00,0.006
423.00,0.006
424.00,0.006
425.00,0.006
426.00,0.006
427.00,0.005
428.00,0.006
429.00,0.005
430.00,0.006
431.00,0.006
432.00,0.005
433.00,0.006
434.00,0.005
435.00,0.005
436.00,0.005
437.00,0.005
438.00,0.005
439.00,0.005
440.00,0.005
441.00,0.005
442.00,0.005
443.00,0.005
444.00,0.005
445.00,0.005
446.00,0.005
447.00,0.005
448.00,0.005
449.00,0.004
450.00,0.005
451.00,0.004
452.00,0.004
453.00,0.004
454.00,0.004
455.00,0.004
456.00,0.004
457.00,0.004
458.00,0.004
459.00,0.004
460.00,0.004
461.00,0.004
462.00,0.004
463.00,0.004
464.00,0.004
465.00,0.004
466.00,0.004
467.00,0.004
468.00,0.004
469.00,0.004
470.00,0.004
471.00,0.004
472.00,0.003
473.00,0.004
474.00,0.004
475.00,0.004
476.00,0.004
477.00,0.003
478.00,0.004
479.00,0.004
480.00,0.003
481.00,0.004
482.00,0.004
483.00,0.004
484.00,0.004
485.00,0.004
486.00,0.004
487.00,0.004
488.00,0.004
489.00,0.004
490.00,0.004
491.00,0.004
492.00,0.004
493.00,0.004
494.00,0.004
495.00,0.004
496.00,0.004
497.00,0.004
498.00,0.004
499.00,0.004
500.00,0.004
