"ZnS小尺寸120℃ - RawData"
"波长(nm)","吸收值"
200.00,0.557
201.00,0.939
202.00,0.962
203.00,1.179
204.00,1.232
205.00,1.343
206.00,1.356
207.00,1.397
208.00,1.277
209.00,1.250
210.00,1.199
211.00,1.197
212.00,1.147
213.00,1.119
214.00,1.071
215.00,1.029
216.00,0.994
217.00,0.943
218.00,0.903
219.00,0.862
220.00,0.828
221.00,0.785
222.00,0.755
223.00,0.722
224.00,0.692
225.00,0.663
226.00,0.637
227.00,0.616
228.00,0.595
229.00,0.580
230.00,0.573
231.00,0.575
232.00,0.584
233.00,0.606
234.00,0.634
235.00,0.666
236.00,0.700
237.00,0.734
238.00,0.759
239.00,0.778
240.00,0.791
241.00,0.799
242.00,0.804
243.00,0.804
244.00,0.802
245.00,0.796
246.00,0.779
247.00,0.755
248.00,0.720
249.00,0.675
250.00,0.619
251.00,0.561
252.00,0.500
253.00,0.440
254.00,0.382
255.00,0.330
256.00,0.283
257.00,0.240
258.00,0.204
259.00,0.174
260.00,0.146
261.00,0.125
262.00,0.108
263.00,0.093
264.00,0.082
265.00,0.073
266.00,0.066
267.00,0.060
268.00,0.056
269.00,0.051
270.00,0.049
271.00,0.047
272.00,0.043
273.00,0.043
274.00,0.040
275.00,0.038
276.00,0.037
277.00,0.036
278.00,0.034
279.00,0.033
280.00,0.030
281.00,0.029
282.00,0.028
283.00,0.027
284.00,0.026
285.00,0.025
286.00,0.023
287.00,0.022
288.00,0.021
289.00,0.020
290.00,0.020
291.00,0.019
292.00,0.018
293.00,0.018
294.00,0.017
295.00,0.017
296.00,0.016
297.00,0.017
298.00,0.016
299.00,0.015
300.00,0.015
301.00,0.015
302.00,0.016
303.00,0.014
304.00,0.014
305.00,0.014
306.00,0.014
307.00,0.014
308.00,0.014
309.00,0.013
310.00,0.013
311.00,0.013
312.00,0.014
313.00,0.014
314.00,0.013
315.00,0.013
316.00,0.013
317.00,0.012
318.00,0.013
319.00,0.012
320.00,0.012
321.00,0.012
322.00,0.013
323.00,0.012
324.00,0.012
325.00,0.012
326.00,0.011
327.00,0.011
328.00,0.011
329.00,0.011
330.00,0.011
331.00,0.011
332.00,0.010
333.00,0.011
334.00,0.010
335.00,0.010
336.00,0.010
337.00,0.010
338.00,0.010
339.00,0.010
340.00,0.010
341.00,0.010
342.00,0.010
343.00,0.009
344.00,0.009
345.00,0.009
346.00,0.009
347.00,0.009
348.00,0.009
349.00,0.009
350.00,0.009
351.00,0.008
352.00,0.009
353.00,0.008
354.00,0.008
355.00,0.008
356.00,0.008
357.00,0.008
358.00,0.008
359.00,0.008
360.00,0.008
361.00,0.008
362.00,0.007
363.00,0.008
364.00,0.007
365.00,0.007
366.00,0.007
367.00,0.007
368.00,0.007
369.00,0.007
370.00,0.007
371.00,0.007
372.00,0.006
373.00,0.006
374.00,0.006
375.00,0.007
376.00,0.006
377.00,0.006
378.00,0.006
379.00,0.006
380.00,0.006
381.00,0.006
382.00,0.005
383.00,0.006
384.00,0.005
385.00,0.005
386.00,0.005
387.00,0.005
388.00,0.005
389.00,0.006
390.00,0.005
391.00,0.005
392.00,0.005
393.00,0.005
394.00,0.005
395.00,0.005
396.00,0.005
397.00,0.005
398.00,0.005
399.00,0.004
400.00,0.004
401.00,0.004
402.00,0.004
403.00,0.004
404.00,0.004
405.00,0.004
406.00,0.004
407.00,0.004
408.00,0.004
409.00,0.004
410.00,0.004
411.00,0.004
412.00,0.004
413.00,0.003
414.00,0.004
415.00,0.004
416.00,0.003
417.00,0.003
418.00,0.004
419.00,0.003
420.00,0.003
421.00,0.003
422.00,0.003
423.00,0.003
424.00,0.003
425.00,0.003
426.00,0.003
427.00,0.003
428.00,0.003
429.00,0.003
430.00,0.003
431.00,0.003
432.00,0.003
433.00,0.003
434.00,0.003
435.00,0.003
436.00,0.002
437.00,0.002
438.00,0.002
439.00,0.002
440.00,0.002
441.00,0.002
442.00,0.002
443.00,0.002
444.00,0.002
445.00,0.002
446.00,0.002
447.00,0.002
448.00,0.002
449.00,0.002
450.00,0.002
451.00,0.002
452.00,0.002
453.00,0.002
454.00,0.002
455.00,0.002
456.00,0.002
457.00,0.002
458.00,0.001
459.00,0.002
460.00,0.002
461.00,0.002
462.00,0.001
463.00,0.001
464.00,0.001
465.00,0.001
466.00,0.001
467.00,0.001
468.00,0.001
469.00,0.001
470.00,0.001
471.00,0.001
472.00,0.001
473.00,0.001
474.00,0.001
475.00,0.001
476.00,0.001
477.00,0.001
478.00,0.001
479.00,0.001
480.00,0.001
481.00,0.001
482.00,0.001
483.00,0.000
484.00,0.000
485.00,0.000
486.00,0.000
487.00,0.000
488.00,0.000
489.00,-0.000
490.00,0.000
491.00,-0.000
492.00,0.000
493.00,0.000
494.00,-0.000
495.00,-0.000
496.00,0.000
497.00,-0.000
498.00,0.000
499.00,-0.000
500.00,-0.000
